sdss_name,sdss_ra,sdss_dec,sdss_z,sdss_source_z,sdss_zwarning,z_reliable_flag,FIRST,source_tier_first,Fpeak_first,Fint_first,Rms_first,NVSS,source_tier_nvss,S1.4_nvss,e_S1.4_nvss,GLEAM,source_tier_gleam,Fpwide_gleam,e_Fpwide_gleam,Fintwide_gleam,e_Fintwide_gleam,RACS-DR1,source_tier_racs,Fpk_racs,e_Fpk_racs,Ftot_racs,e_Ftot_racs,source_tier_flag
090021.57+501050.9,135.08988185267802,50.180808717198424,3.92,VI,4,1,J090021.5+501050,1,3.41,3.2,0.141,090020+501041,1,3.7,0.5,,NA,,,,,,NA,,,,,5.0
104716.47+501017.7,161.81863769705606,50.17159505039791,3.31,VI,0,1,J104716.4+501018,1,1.0,1.16,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
120152.41+500846.9,180.4683893984227,50.14637584762609,3.215,VI,0,1,J120152.5+500847,1,22.77,26.19,0.133,120152+500847,1,28.2,0.9,,NA,,,,,,NA,,,,,5.0
103601.03+500831.7,159.0042929943,50.14215392766921,4.476,VI,0,1,J103601.0+500831,1,9.17,9.22,0.252,103600+500837,1,11.2,0.9,,NA,,,,,,NA,,,,,5.0
094106.58+500728.9,145.27744100581066,50.12469600843849,3.181,VI,0,1,J094106.6+500728,1,17.07,17.58,0.166,094106+500730,1,19.6,0.7,,NA,,,,,,NA,,,,,5.0
152217.06+500353.6,230.57110357998167,50.06488955764371,3.087,VI,0,1,J152217.0+500353,1,2.5,3.03,0.127,152217+500349,1,3.1,0.4,,NA,,,,,,NA,,,,,5.0
094557.72+500325.7,146.49052452400818,50.057161271911,3.069,VI,0,1,J094557.7+500325,1,3.93,3.58,0.167,094557+500321,1,4.9,0.4,,NA,,,,,,NA,,,,,5.0
110533.33+500132.3,166.3889034556889,50.02565162124697,3.574,VI,0,1,J110533.3+500131,1,1.49,1.06,0.142,,NA,,,,NA,,,,,,NA,,,,,1.0
074743.65+500027.6,116.93190780480157,50.00768120886857,3.382,VI,0,1,J074743.6+500027,1,9.67,10.02,0.158,074743+500034,1,14.8,1.0,,NA,,,,,,NA,,,,,5.0
115440.03+495932.3,178.66682255346186,49.99232080449148,3.038,VI,0,1,J115439.9+495932,1,1.14,0.86,0.139,,NA,,,,NA,,,,,,NA,,,,,1.0
144122.46+495924.2,220.34358715207986,49.99007467569516,3.073,VI,4,1,J144122.4+495924,1,1.63,1.19,0.14,,NA,,,,NA,,,,,,NA,,,,,1.0
110946.46+495726.8,167.4435920108263,49.95746784181119,3.256,VI,0,1,J110946.4+495726,1,4.06,4.49,0.137,110946+495727,1,4.5,0.4,,NA,,,,,,NA,,,,,5.0
150137.08+495510.8,225.40451972126436,49.91967278026827,3.988,VI,4,1,J150137.0+495510,1,3.44,3.09,0.134,150136+495501,1,3.1,0.5,,NA,,,,,,NA,,,,,5.0
125531.68+495307.9,193.8820329035835,49.885535385044726,3.17,VI,0,1,J125531.6+495307,1,6.27,5.91,0.14,125532+495306,1,4.1,0.4,,NA,,,,,,NA,,,,,5.0
105643.84+495055.4,164.18268542303593,49.84874591820307,3.101,VI,4,1,J105643.8+495055,1,1.59,1.33,0.133,,NA,,,,NA,,,,,,NA,,,,,1.0
102410.18+495052.8,156.04243429763483,49.84801151162027,3.109,VI,0,1,J102410.1+495053,1,6.14,6.31,0.132,102410+495054,1,7.0,0.5,,NA,,,,,,NA,,,,,5.0
130501.76+494657.7,196.25733733915268,49.78270436675565,3.404,VI,0,1,J130501.7+494657,1,2.12,1.72,0.143,,NA,,,,NA,,,,,,NA,,,,,1.0
100919.17+493826.2,152.32991396558296,49.640611478557155,3.789,VI,0,1,J100919.1+493826,1,1.29,0.97,0.13,,NA,,,,NA,,,,,,NA,,,,,1.0
105140.48+493334.2,162.9186914331704,49.559516437841175,3.136,VI,0,1,J105140.4+493334,1,1.23,1.03,0.137,,NA,,,,NA,,,,,,NA,,,,,1.0
111934.94+492936.2,169.89558522196282,49.49340810108406,3.209,PIPE,0,2,J111934.9+492936,1,8.07,8.41,0.129,111934+492937,1,8.3,0.5,,NA,,,,,,NA,,,,,5.0
162752.31+492551.6,246.96796716945374,49.431001866007904,3.105,VI,0,1,J162752.3+492551,1,4.56,4.16,0.133,162752+492553,1,5.1,0.5,,NA,,,,,,NA,,,,,5.0
134633.29+492345.3,206.6387445816648,49.39594065501522,3.113,VI,0,1,J134633.3+492345,1,6.84,6.36,0.135,134633+492351,1,7.2,0.5,,NA,,,,,,NA,,,,,5.0
114355.07+492230.8,175.97946866326677,49.375243676685876,3.311,VI,0,1,J114355.0+492230,1,21.78,22.02,0.135,114355+492230,1,22.0,0.8,,NA,,,,,,NA,,,,,5.0
102220.11+490652.5,155.58379813263576,49.1145960280869,3.04,VI,0,1,J102220.1+490652,1,11.28,11.56,0.151,102219+490703,1,17.3,1.1,,NA,,,,,,NA,,,,,5.0
093259.36+490431.9,143.24735534768251,49.075533772077144,3.007,VI,0,1,J093259.3+490431,1,10.49,11.85,0.135,093259+490431,1,12.9,0.5,,NA,,,,,,NA,,,,,5.0
144542.75+490248.9,221.42815549565762,49.046929367096524,3.88,VI,0,1,J144542.7+490248,1,2.51,3.18,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
081302.69+490041.5,123.26124503016558,49.01152938922456,3.008,VI,0,1,J081302.7+490041,1,1.36,0.8,0.148,,NA,,,,NA,,,,,,NA,,,,,1.0
140015.70+490038.7,210.06545561801317,49.01076283427642,3.473,VI,0,1,J140015.6+490038,1,3.63,3.8,0.13,140015+490036,1,4.2,0.4,,NA,,,,,,NA,,,,,5.0
100714.77+485908.7,151.81157239693547,48.98575580643235,3.241,VI,0,1,J100714.7+485908,1,11.35,11.6,0.135,100714+485911,1,11.2,0.5,,NA,,,,,,NA,,,,,5.0
145525.94+485701.5,223.85811078839276,48.950436622254855,3.501,VI,0,1,J145525.9+485701,1,8.25,9.02,0.133,145525+485700,1,14.5,0.6,,NA,,,,,,NA,,,,,5.0
131536.57+485629.1,198.90238689952997,48.94142259127892,3.612,VI,0,1,J131536.6+485629,1,9.94,10.86,0.137,131536+485627,1,9.8,0.5,,NA,,,,,,NA,,,,,5.0
164500.87+485513.9,251.25366220192117,48.92053025214624,3.015,PIPE,0,2,J164500.9+485514,1,2.02,1.54,0.144,164501+485524,1,3.4,0.4,,NA,,,,,,NA,,,,,5.0
134144.39+485042.0,205.43497877790898,48.84502144488002,3.12,VI,0,1,J134144.3+485042,1,10.82,10.43,0.144,134144+485043,1,10.3,0.5,,NA,,,,,,NA,,,,,5.0
121957.15+484926.8,184.9881594950784,48.82413061451905,3.185,VI,0,1,J121957.1+484926,1,6.92,7.11,0.135,121958+484931,1,4.7,0.5,,NA,,,,,,NA,,,,,5.0
122834.88+484845.9,187.1453535695853,48.81275696625966,3.122,VI,0,1,J122834.8+484846,1,3.11,2.82,0.133,,NA,,,,NA,,,,,,NA,,,,,1.0
140022.65+484433.7,210.0944079005886,48.742718965009,3.083,VI,0,1,J140022.6+484433,1,8.43,8.01,0.143,140022+484433,1,8.1,0.5,,NA,,,,,,NA,,,,,5.0
150226.89+483711.3,225.61206503383812,48.619807936737054,3.214,VI,0,1,J150226.9+483711,1,33.95,34.26,0.134,150226+483712,1,31.4,1.0,,NA,,,,,,NA,,,,,5.0
085113.41+483031.1,132.80588607869691,48.50866468374813,3.999,VI,0,1,J085113.4+483030,1,2.17,1.92,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
112549.64+482759.6,171.45685549265903,48.466569874808854,3.998,VI,0,1,J112549.6+482759,1,25.09,26.1,0.143,112549+482800,1,24.5,0.8,,NA,,,,,,NA,,,,,5.0
124535.85+482557.9,191.39940231126758,48.43277253281933,3.205,VI,0,1,J124535.8+482558,1,8.16,7.79,0.136,124535+482558,1,8.3,0.5,,NA,,,,,,NA,,,,,5.0
082656.26+482526.6,126.73442756740818,48.42405956049108,3.064,VI,0,1,J082656.2+482526,1,13.21,15.6,0.13,082656+482526,1,17.0,0.6,,NA,,,,,,NA,,,,,5.0
125234.03+482345.6,193.14179717607232,48.396009123167715,3.449,VI,0,1,J125234.0+482345,1,1.97,1.82,0.142,,NA,,,,NA,,,,,,NA,,,,,1.0
081618.99+482328.4,124.07916376702224,48.391235271286874,3.576,VI,0,1,J081618.9+482328,1,68.62,68.36,1.311,081619+482328,1,63.9,2.0,,NA,,,,,,NA,,,,,5.0
105511.39+481848.9,163.79749371805084,48.313602966461204,4.574,VI,0,1,J105511.4+481848,1,4.57,4.67,0.132,105511+481902,1,6.0,1.2,,NA,,,,,,NA,,,,,5.0
114405.84+481713.1,176.02437434298912,48.28699337126701,3.057,VI,0,1,J114405.8+481713,1,7.11,6.67,0.137,114406+481716,1,7.9,0.5,,NA,,,,,,NA,,,,,5.0
113348.04+481443.0,173.45019202609052,48.24529333923151,3.043,VI,4,1,J113348.0+481443,1,5.86,9.66,0.136,113348+481443,1,12.0,0.5,,NA,,,,,,NA,,,,,5.0
095603.12+481400.5,149.01303053158696,48.233475875205926,6.938,PIPE,4,3,J095603.0+481400,1,2.0,2.34,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
120228.96+481010.6,180.62068806556096,48.1696201487923,3.516,VI,0,1,J120229.0+481010,1,102.0,105.83,0.142,120229+481011,1,104.0,3.1,,NA,,,,,,NA,,,,,5.0
152853.99+480611.4,232.22498223028384,48.10318674230967,3.17,VI,0,1,J152853.8+480611,1,4.64,7.23,0.13,152853+480609,1,5.7,0.5,,NA,,,,,,NA,,,,,5.0
155446.68+480206.1,238.69450890971422,48.03504670076214,3.422,VI,0,1,J155446.6+480205,1,1.92,2.7,0.138,155446+480206,1,6.3,0.5,,NA,,,,,,NA,,,,,5.0
134019.07+475839.6,205.07946341722374,47.97768315199313,3.133,VI,0,1,J134019.0+475839,1,3.53,3.41,0.146,134019+475835,1,3.3,0.4,,NA,,,,,,NA,,,,,5.0
114635.14+475422.3,176.64644657096326,47.90620941331053,3.019,VI,0,1,J114635.1+475422,1,40.35,42.64,0.147,114635+475422,1,41.4,1.3,,NA,,,,,,NA,,,,,5.0
144640.02+475038.9,221.6667670149892,47.84414350469181,3.394,VI,0,1,J144639.9+475039,1,4.13,4.27,0.188,144641+475059,1,2.9,0.5,,NA,,,,,,NA,,,,,5.0
090953.83+474943.0,137.4743301736169,47.82861540218159,3.651,VI,0,1,J090953.8+474942,1,373.29,383.67,0.139,090953+474942,1,386.3,11.6,,NA,,,,,,NA,,,,,5.0
075710.74+474802.1,119.29476127906531,47.80060044487159,3.882,VI,0,1,J075710.7+474802,1,26.15,26.63,0.133,075710+474801,1,27.0,0.9,,NA,,,,,,NA,,,,,5.0
131453.89+474259.8,198.72454515281487,47.716638107828295,3.694,VI,4,1,J131453.9+474259,1,74.41,75.02,0.141,131453+474259,1,79.1,2.4,,NA,,,,,,NA,,,,,5.0
104057.10+474127.2,160.23791917908935,47.6908963160092,3.317,VI,0,1,J104057.1+474127,1,9.57,9.69,0.135,104057+474126,1,8.5,0.5,,NA,,,,,,NA,,,,,5.0
152917.51+473838.7,232.322993,47.644103,3.08,DR6Q_HW,-1,1,J152917.5+473838,1,49.29,49.84,0.135,152917+473838,1,54.4,1.7,,NA,,,,,,NA,,,,,5.0
074521.78+473436.2,116.34078638874337,47.5767231450692,3.22,VI,64,1,J074521.7+473436,1,6.97,6.9,0.146,074521+473439,1,5.4,0.4,,NA,,,,,,NA,,,,,5.0
131021.06+473401.9,197.58775884304072,47.56719810411929,3.595,VI,0,1,J131021.0+473401,1,10.83,10.36,0.161,131021+473402,1,8.3,0.5,,NA,,,,,,NA,,,,,5.0
080137.68+472528.1,120.40702122113538,47.424491739329994,3.256,VI,4,1,J080137.6+472528,1,74.5,78.25,0.148,080137+472527,1,78.8,2.4,,NA,,,,,,NA,,,,,5.0
110611.51+472435.1,166.5479867567193,47.40976894550983,4.02,VI,0,1,J110611.4+472435,1,2.32,1.93,0.131,,NA,,,,NA,,,,,,NA,,,,,1.0
114234.42+472301.4,175.64345190781466,47.383745091399526,3.525,VI,0,1,J114234.4+472301,1,13.66,13.29,0.132,114234+472301,1,14.9,0.6,,NA,,,,,,NA,,,,,5.0
090036.00+472258.6,135.15003907026966,47.38296410329972,3.268,VI,0,1,J090036.0+472258,1,3.05,3.16,0.135,090035+472259,1,3.8,0.4,,NA,,,,,,NA,,,,,5.0
144628.69+472224.3,221.61957550606135,47.37344309124237,3.379,VI,0,1,J144628.6+472224,1,3.8,4.02,0.161,144628+472232,1,2.4,0.4,,NA,,,,,,NA,,,,,5.0
142036.07+471432.5,215.15029674343043,47.242372329476176,3.238,VI,0,1,J142036.0+471432,1,71.72,73.17,0.134,142036+471432,1,70.9,2.2,,NA,,,,,,NA,,,,,5.0
083945.38+471432.0,129.93910433745683,47.24223328150545,3.322,VI,0,1,J083945.3+471432,1,3.75,3.89,0.136,083945+471423,1,3.6,0.4,,NA,,,,,,NA,,,,,5.0
154829.57+471020.0,237.12324256676442,47.17222245601711,3.13,PIPE,0,2,J154829.5+471019,1,11.19,13.02,0.136,154829+471020,1,13.2,0.6,,NA,,,,,,NA,,,,,5.0
112037.38+470710.1,170.1557536942936,47.119480945904535,4.088,VI,0,1,J112037.3+470710,1,2.39,2.65,0.141,,NA,,,,NA,,,,,,NA,,,,,1.0
110441.72+470625.7,166.17387397620462,47.10715354132529,3.0,VI,0,1,J110441.7+470625,1,2.99,3.11,0.129,110441+470632,1,3.2,0.5,,NA,,,,,,NA,,,,,5.0
161216.75+470253.6,243.0698070975041,47.04823056741981,4.35,VI,0,1,J161216.7+470253,1,52.26,54.95,0.146,161216+470253,1,53.5,1.7,,NA,,,,,,NA,,,,,5.0
135514.27+470249.0,208.8094890663429,47.0469637696424,3.065,VI,0,1,J135514.2+470249,1,4.72,4.35,0.126,135514+470246,1,7.9,0.5,,NA,,,,,,NA,,,,,5.0
142209.69+465932.5,215.54041549831908,46.992370519625226,3.812,VI,0,1,J142209.7+465932,1,10.56,11.03,0.132,142209+465931,1,10.0,0.5,,NA,,,,,,NA,,,,,5.0
081555.02+465321.4,123.97925496264641,46.889282283685766,3.284,VI,0,1,J081554.9+465321,1,2.97,3.73,0.137,081554+465314,1,3.7,0.4,,NA,,,,,,NA,,,,,5.0
113047.06+464944.4,172.69612318815638,46.82900186649086,3.236,VI,0,1,J113047.0+464944,1,1.29,1.79,0.14,113048+464943,1,3.4,0.6,,NA,,,,,,NA,,,,,5.0
084037.12+464717.1,130.15467421029354,46.788102324836274,3.733,VI,0,1,J084037.0+464717,1,195.58,202.03,0.147,084037+464717,1,194.8,5.9,,NA,,,,,,NA,,,,,5.0
081126.79+464502.6,122.86162965917212,46.75073434875447,3.143,VI,0,1,J081126.8+464502,1,1.93,3.31,0.13,,NA,,,,NA,,,,,,NA,,,,,1.0
114734.33+464044.7,176.89307001695266,46.679085329075285,3.014,VI,0,1,J114734.3+464044,1,31.26,31.43,0.133,114734+464044,1,30.1,1.0,,NA,,,,,,NA,,,,,5.0
161425.13+464028.9,243.604723,46.674706,5.316,DR6Q_HW,-1,1,J161425.1+464028,1,1.69,2.16,0.135,,NA,,,,NA,,,,,,NA,,,,,1.0
100501.13+463934.3,151.25471605958705,46.65955186489323,3.085,VI,0,1,J100501.1+463934,1,35.21,37.01,0.146,100501+463935,1,39.5,1.2,,NA,,,,,,NA,,,,,5.0
084047.40+463811.1,130.1975354658753,46.636442622471435,3.006,VI,0,1,J084047.3+463811,1,2.28,1.91,0.141,084048+463803,1,3.2,0.5,,NA,,,,,,NA,,,,,5.0
084057.03+463400.3,130.2376340881911,46.56676394809108,3.722,VI,0,1,J084056.9+463400,1,1.42,1.42,0.134,,NA,,,,NA,,,,,,NA,,,,,1.0
094334.00+463332.1,145.89168647335282,46.5589314035627,3.216,VI,0,1,J094333.9+463332,1,57.65,60.28,0.133,094334+463331,1,55.5,1.7,,NA,,,,,,NA,,,,,5.0
083644.55+463101.4,129.18562565262982,46.51708022949352,3.997,VI,0,1,J083644.5+463101,1,142.14,145.87,0.138,083644+463101,1,148.9,4.5,,NA,,,,,,NA,,,,,5.0
123624.22+462754.4,189.10094061125352,46.4651159991015,3.568,VI,4,1,J123624.2+462754,1,1.1,1.76,0.142,,NA,,,,NA,,,,,,NA,,,,,1.0
100645.60+462717.3,151.6900161485883,46.45482234913122,4.44,VI,0,1,J100645.6+462717,1,6.05,6.32,0.136,100645+462716,1,6.4,0.4,,NA,,,,,,NA,,,,,5.0
074805.46+462425.4,117.02277643594395,46.407068891722226,3.188,VI,0,1,J074805.5+462425,1,14.2,15.21,0.152,074805+462425,1,14.3,0.6,,NA,,,,,,NA,,,,,5.0
152421.25+462033.6,231.0885816407664,46.34268844655912,3.089,VI,0,1,J152421.2+462034,1,1.32,2.64,0.141,,NA,,,,NA,,,,,,NA,,,,,1.0
115056.94+461844.8,177.7372508256147,46.31245894780055,3.193,VI,0,1,J115056.9+461844,1,7.56,8.05,0.14,115057+461845,1,7.5,0.5,,NA,,,,,,NA,,,,,5.0
134633.93+461001.4,206.64137977773805,46.16706711184778,3.59,VI,0,1,J134633.9+461001,1,3.86,3.35,0.148,134634+461000,1,2.6,0.4,,NA,,,,,,NA,,,,,5.0
105756.26+455553.0,164.4844545676932,45.93139919156039,4.134,VI,0,1,J105756.3+455553,1,1.1,1.38,0.13,,NA,,,,NA,,,,,,NA,,,,,1.0
130823.07+455109.5,197.09614088743342,45.852639330071504,3.141,VI,0,1,J130823.0+455109,1,2.43,2.31,0.139,,NA,,,,NA,,,,,,NA,,,,,1.0
090525.57+454930.2,136.35657675169153,45.82506529090668,3.107,VI,0,1,J090525.5+454930,1,17.47,17.78,0.144,090525+454930,1,15.5,0.6,,NA,,,,,,NA,,,,,5.0
122541.88+453801.1,186.42450100567012,45.633664902486295,3.53,VI,0,1,J122541.9+453801,1,9.96,9.89,0.149,122541+453803,1,8.8,0.5,,NA,,,,,,NA,,,,,5.0
155043.88+453624.1,237.68286174573336,45.60672072719264,3.01,PIPE,0,2,J155043.8+453624,1,52.62,53.76,0.122,155043+453624,1,48.8,1.5,,NA,,,,,,NA,,,,,5.0
075122.36+452334.2,117.84318501546855,45.392845380858944,3.617,VI,0,1,J075122.3+452334,1,1.18,1.13,0.142,,NA,,,,NA,,,,,,NA,,,,,1.0
092922.26+452123.4,142.34278632931512,45.356516862959,3.159,VI,0,1,J092922.2+452122,1,1.44,3.28,0.134,092922+452123,1,3.3,0.4,,NA,,,,,,NA,,,,,5.0
123427.24+451955.5,188.61352249837043,45.332108213616415,3.466,VI,0,1,J123427.2+451955,1,2.07,2.41,0.127,,NA,,,,NA,,,,,,NA,,,,,1.0
131608.89+451925.9,199.03705421536415,45.3238882656581,4.275,VI,0,1,J131608.8+451925,1,1.55,1.43,0.136,131610+451920,1,2.3,0.4,,NA,,,,,,NA,,,,,5.0
080749.05+451550.3,121.95439230262285,45.26398737543492,3.191,VI,0,1,J080749.0+451550,1,146.03,150.1,0.134,080749+451549,1,155.3,4.7,,NA,,,,,,NA,,,,,5.0
154848.26+451545.4,237.20108825143558,45.26263117271646,3.76,VI,4,1,J154848.2+451545,1,1.76,1.36,0.133,154847+451540,1,2.4,0.5,,NA,,,,,,NA,,,,,5.0
082011.05+451330.6,125.04604565748396,45.22517555224083,3.355,VI,0,1,J082011.0+451330,1,27.19,29.33,0.134,082011+451331,1,29.9,1.0,,NA,,,,,,NA,,,,,5.0
092444.99+451157.9,141.18747055783734,45.19942321555116,3.431,VI,0,1,J092444.9+451157,1,193.6,199.49,0.144,092445+451157,1,199.5,6.0,,NA,,,,,,NA,,,,,5.0
165846.92+451044.9,254.69551890433937,45.179145094191384,3.204,PIPE,0,2,J165846.9+451044,1,34.96,35.91,0.138,165847+451044,1,32.4,1.1,,NA,,,,,,NA,,,,,5.0
135234.92+450535.4,208.14552484860897,45.09317995965869,3.869,VI,0,1,J135234.9+450537,1,7.61,10.96,0.137,135235+450537,1,10.6,0.5,,NA,,,,,,NA,,,,,5.0
141318.86+450523.0,213.32862430893738,45.08973415049198,3.112,VI,4,1,J141318.8+450522,1,136.74,140.31,0.143,141318+450523,1,153.6,4.6,,NA,,,,,,NA,,,,,5.0
155237.94+450441.7,238.1581022197446,45.078268426406204,3.0,VI,0,1,J155237.9+450441,1,13.9,14.07,0.143,155237+450441,1,14.1,0.6,,NA,,,,,,NA,,,,,5.0
135554.55+450421.0,208.9773269660692,45.07252066807191,4.097,VI,0,1,J135554.5+450421,1,1.46,2.1,0.137,,NA,,,,NA,,,,,,NA,,,,,1.0
165720.79+450121.3,254.33663354751647,45.022604501951164,3.35,PIPE,0,2,J165720.7+450121,1,1.89,1.98,0.133,,NA,,,,NA,,,,,,NA,,,,,1.0
160505.65+445724.4,241.27358112003049,44.95679050331945,3.569,VI,0,1,J160505.6+445725,1,1.15,0.61,0.138,,NA,,,,NA,,,,,,NA,,,,,1.0
111736.33+445655.7,169.40139682929907,44.94880675916491,3.846,VI,0,1,J111736.3+445655,1,24.33,25.08,0.134,111736+445655,1,28.4,0.9,,NA,,,,,,NA,,,,,5.0
115605.44+444356.5,179.02266687824022,44.73237546817343,4.31,VI,0,1,J115605.4+444356,1,66.23,67.64,0.135,115605+444357,1,67.6,2.1,,NA,,,,,,NA,,,,,5.0
145935.45+444207.9,224.89773298828567,44.702199525035994,3.428,VI,0,1,J145935.4+444207,1,106.0,108.55,0.145,145935+444208,1,92.7,2.8,,NA,,,,,,NA,,,,,5.0
143528.60+443659.6,218.86920593108414,44.61656371902752,3.708,VI,0,1,J143528.6+443701,1,19.55,36.91,0.138,143528+443701,1,35.4,1.1,,NA,,,,,,NA,,,,,5.0
151627.10+443423.1,229.11295698146554,44.57310601814415,3.598,VI,4,1,J151627.0+443423,1,5.88,6.15,0.142,151627+443426,1,5.5,0.4,,NA,,,,,,NA,,,,,5.0
101746.88+442902.7,154.4453580051641,44.48409845486219,3.077,VI,0,1,J101746.8+442902,1,3.09,2.95,0.13,,NA,,,,NA,,,,,,NA,,,,,1.0
093751.38+442248.7,144.46411507435818,44.380217488600486,3.318,VI,0,1,J093751.3+442248,1,4.72,4.16,0.14,093751+442247,1,4.3,0.4,,NA,,,,,,NA,,,,,5.0
160946.15+442219.5,242.4422921946158,44.37209480899932,3.693,VI,0,1,J160946.1+442219,1,3.67,4.22,0.137,160946+442220,1,3.5,0.4,,NA,,,,,,NA,,,,,5.0
081224.37+442217.2,123.1015693940475,44.371448548883635,3.469,VI,0,1,J081224.3+442217,1,30.5,31.24,0.128,081224+442217,1,33.1,1.1,,NA,,,,,,NA,,,,,5.0
114433.66+442057.4,176.14028708862767,44.349284644670426,3.356,VI,0,1,J114433.6+442057,1,1.58,1.19,0.137,,NA,,,,NA,,,,,,NA,,,,,1.0
123533.75+441738.2,188.89062937455742,44.293953287010005,3.5,VI,0,1,J123533.7+441738,1,4.12,4.13,0.141,123534+441735,1,4.3,0.4,,NA,,,,,,NA,,,,,5.0
080025.11+441723.1,120.104627,44.289771,3.555,DR6Q_HW,-1,1,J080025.0+441723,1,7.36,7.25,0.139,080024+441717,1,7.5,0.5,,NA,,,,,,NA,,,,,5.0
142243.02+441721.4,215.67927326935376,44.28928653548944,3.615,VI,68,1,J142243.0+441721,1,1.25,1.24,0.129,,NA,,,,NA,,,,,,NA,,,,,1.0
142512.69+441707.4,216.30291566467082,44.28539742946285,3.384,VI,0,1,J142512.6+441707,1,52.11,53.24,0.128,142512+441707,1,52.4,1.6,,NA,,,,,,NA,,,,,5.0
112717.41+441652.2,171.82257218577882,44.28116894092684,5.077,PIPE,4,3,J112717.4+441652,1,8.14,9.14,0.138,112717+441656,1,13.2,0.9,,NA,,,,,,NA,,,,,5.0
130146.31+441619.2,195.44297443756508,44.27200986755826,5.205,VI,4,1,J130146.3+441619,1,51.53,53.64,0.127,130146+441619,1,58.0,1.8,,NA,,,,,,NA,,,,,5.0
141325.01+441416.8,213.35424444961944,44.23800254626477,3.332,VI,0,1,J141325.0+441416,1,36.79,37.69,0.122,141325+441416,1,36.2,1.2,,NA,,,,,,NA,,,,,5.0
123134.25+440913.4,187.8927172573603,44.1537476444995,3.071,VI,0,1,J123134.2+440913,1,5.93,6.2,0.131,123134+440919,1,6.4,1.0,,NA,,,,,,NA,,,,,5.0
170408.58+440839.5,256.0357722068399,44.1443206117529,3.261,VI,0,1,J170408.5+440839,1,20.43,20.24,0.124,170408+440839,1,16.4,0.6,,NA,,,,,,NA,,,,,5.0
121125.90+440757.9,182.85794503753988,44.132750599141545,3.354,VI,0,1,J121125.8+440757,1,1.66,1.67,0.139,,NA,,,,NA,,,,,,NA,,,,,1.0
103901.05+440643.9,159.7543913242764,44.11221589282378,3.074,VI,0,1,J103901.0+440643,1,1.65,2.15,0.141,,NA,,,,NA,,,,,,NA,,,,,1.0
103218.35+440610.9,158.07646868325244,44.103051235417766,4.142,VI,0,1,J103218.3+440610,1,14.36,13.91,0.135,103218+440611,1,16.4,0.6,,NA,,,,,,NA,,,,,5.0
163950.52+434003.7,249.96050477423097,43.66769778054107,3.99,VI,4,1,J163950.5+434004,1,23.78,25.23,0.139,163950+434002,1,22.8,0.8,,NA,,,,,,NA,,,,,5.0
131107.39+433838.5,197.78079284177073,43.64405033410772,4.014,VI,0,1,J131107.3+433838,1,1.84,3.12,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
142840.51+433823.3,217.1688102036977,43.63982391593514,3.007,VI,0,1,J142840.5+433823,1,11.17,11.19,0.128,142840+433822,1,9.7,0.5,,NA,,,,,,NA,,,,,5.0
104304.72+433608.8,160.7696747059881,43.60245759646165,3.949,VI,0,1,J104304.7+433608,1,3.76,3.94,0.127,104305+433609,1,3.9,0.4,,NA,,,,,,NA,,,,,5.0
115016.61+433205.8,177.5692480573336,43.53494994722126,3.032,VI,0,1,J115016.6+433205,1,165.93,171.7,0.141,115016+433206,1,187.5,5.6,,NA,,,,,,NA,,,,,5.0
165050.75+432605.2,252.71145979879896,43.434801299090076,3.216,VI,0,1,J165050.7+432605,1,29.67,30.04,0.129,165050+432605,1,28.0,0.9,,NA,,,,,,NA,,,,,5.0
150851.29+432523.5,227.21373260760524,43.42321742721029,4.33,PIPE,4,3,J150851.4+432523,1,6.84,9.11,0.125,150851+432523,1,9.1,0.5,,NA,,,,,,NA,,,,,5.0
091546.48+432306.7,138.94369750641076,43.385218405179025,3.212,VI,0,1,J091546.4+432306,1,6.42,6.15,0.138,091546+432304,1,7.0,0.5,,NA,,,,,,NA,,,,,5.0
103055.95+432037.7,157.73315808101935,43.343814516307965,3.701,VI,0,1,J103055.9+432037,1,31.29,37.82,0.141,103055+432038,1,44.2,1.4,,NA,,,,,,NA,,,,,5.0
102553.09+431851.0,156.47121453253527,43.3141932697092,5.212,PIPE,4,3,J102553.0+431851,1,1.8,1.66,0.146,,NA,,,,NA,,,,,,NA,,,,,1.0
140823.87+431639.2,212.09949355897658,43.277579835501214,5.385,PIPE,4,3,J140823.8+431639,1,15.81,16.03,0.136,140823+431639,1,16.8,0.6,,NA,,,,,,NA,,,,,5.0
093509.07+431531.9,143.78779221746416,43.258862268104615,3.076,VI,0,1,J093509.0+431531,1,35.85,37.06,0.138,093508+431532,1,39.9,1.3,,NA,,,,,,NA,,,,,5.0
161526.64+431258.3,243.86103565183726,43.21619686065218,3.145,VI,0,1,J161526.6+431258,1,88.93,89.73,0.143,161526+431258,1,87.7,2.7,,NA,,,,,,NA,,,,,5.0
121402.15+431235.5,183.508998713273,43.209885601727386,3.049,VI,0,1,J121402.2+431235,1,1.42,1.49,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
091503.70+430811.8,138.76545795278764,43.136619568163226,3.841,VI,4,1,J091503.7+430812,1,1.28,0.83,0.15,,NA,,,,NA,,,,,,NA,,,,,1.0
