sdss_name,sdss_ra,sdss_dec,sdss_z,sdss_source_z,sdss_zwarning,z_reliable_flag,FIRST,source_tier_first,Fpeak_first,Fint_first,Rms_first,NVSS,source_tier_nvss,S1.4_nvss,e_S1.4_nvss,GLEAM,source_tier_gleam,Fpwide_gleam,e_Fpwide_gleam,Fintwide_gleam,e_Fintwide_gleam,RACS-DR1,source_tier_racs,Fpk_racs,e_Fpk_racs,Ftot_racs,e_Ftot_racs,source_tier_flag
133339.65+412356.4,203.41523781458133,41.39901455995913,3.001,VI,0,1,J133339.6+412357,1,6.41,8.46,0.143,133339+412400,1,7.2,0.5,,NA,,,,,,NA,,,,,5.0
153420.99+412306.5,233.58747198191884,41.38516571388819,3.068,VI,68,1,J153421.0+412306,1,7.27,7.8,0.158,153420+412308,1,7.5,0.5,,NA,,,,,,NA,,,,,5.0
150718.79+411911.1,226.82830810534114,41.319763113423676,4.886,PIPE,4,3,J150718.7+411910,1,3.39,2.74,0.182,150718+411908,1,4.5,0.4,,NA,,,,,,NA,,,,,5.0
143416.59+411647.6,218.569141158236,41.27990648429518,7.005,PIPE,4,3,J143416.6+411647,1,5.04,4.92,0.168,143417+411646,1,5.3,0.5,,NA,,,,,,NA,,,,,5.0
102142.21+411441.3,155.42588162562905,41.244828109340006,3.501,PIPE,64,3,J102142.2+411441,1,25.48,25.34,0.139,102142+411442,1,26.5,1.2,,NA,,,,,,NA,,,,,5.0
114506.87+411030.8,176.27863635130365,41.175240616022904,3.44,PIPE,0,2,J114506.8+411031,1,2.65,2.94,0.129,114506+411032,3,2.9,0.4,,NA,,,,,,NA,,,,,1.0
171226.84+411028.3,258.11183539926833,41.17454497118801,3.057,VI,0,1,J171226.8+411028,1,26.05,27.1,0.131,171226+411027,1,28.7,1.0,,NA,,,,,,NA,,,,,5.0
131502.67+411000.8,198.7611286636665,41.16689146984417,3.754,VI,0,1,J131502.6+411000,1,23.56,25.94,0.127,131502+411000,1,26.2,0.9,,NA,,,,,,NA,,,,,5.0
164326.23+410343.4,250.85930923555446,41.06207485560878,3.861,VI,0,1,J164326.2+410343,1,63.4,65.01,0.138,164326+410341,1,65.2,2.0,,NA,,,,,,NA,,,,,5.0
171402.18+410026.9,258.50911098007373,41.00747864678521,4.05,VI,0,1,J171402.1+410027,1,1.22,1.62,0.134,,NA,,,,NA,,,,,,NA,,,,,1.0
142543.97+405845.5,216.43323784903455,40.979318448041504,3.487,VI,0,1,J142543.9+405846,1,1.83,2.13,0.129,,NA,,,,NA,,,,,,NA,,,,,1.0
093310.19+405808.0,143.29247648579135,40.96888921952841,3.311,VI,0,1,J093310.1+405807,1,2.28,2.88,0.189,,NA,,,,NA,,,,,,NA,,,,,1.0
093538.36+405612.2,143.90984829093617,40.93673110864122,3.214,VI,0,1,J093538.3+405612,1,2.01,1.92,0.15,,NA,,,,NA,,,,,,NA,,,,,1.0
113330.59+405344.5,173.3774916357266,40.89569698390098,3.31,VI,0,1,J113330.6+405344,1,1.12,0.66,0.155,,NA,,,,NA,,,,,,NA,,,,,1.0
113429.26+405327.3,173.62192375595026,40.89092837335528,3.001,VI,0,1,J113429.3+405327,1,15.39,17.46,0.137,113429+405332,1,28.4,1.2,,NA,,,,,,NA,,,,,5.0
164629.99+405203.2,251.624959984027,40.86756758799786,3.413,VI,0,1,J164629.9+405202,1,42.71,43.5,0.141,164629+405202,1,50.4,1.9,,NA,,,,,,NA,,,,,5.0
090000.28+404604.8,135.00120241705946,40.76800434265349,3.535,VI,0,1,J090000.3+404604,1,4.2,3.71,0.131,090000+404606,1,4.0,0.4,,NA,,,,,,NA,,,,,5.0
165324.16+404533.3,253.3506931187958,40.75927417414565,3.649,VI,0,1,J165324.1+404533,1,4.25,3.98,0.134,165323+404530,1,4.4,0.5,,NA,,,,,,NA,,,,,5.0
152926.77+404004.7,232.36157540224863,40.66798638124807,3.094,VI,0,1,J152926.7+404004,1,40.99,58.12,0.132,152926+404004,1,55.2,1.7,,NA,,,,,,NA,,,,,5.0
074053.04+404001.3,115.22102353977778,40.667044580890895,3.139,VI,0,1,J074053.0+404001,1,5.77,5.3,0.144,074053+404000,1,5.9,0.4,,NA,,,,,,NA,,,,,5.0
103825.58+403713.3,159.6065972013002,40.62038400032585,3.088,VI,0,1,J103825.5+403713,1,11.89,12.33,0.137,103825+403712,1,12.1,0.5,,NA,,,,,,NA,,,,,5.0
114657.79+403708.6,176.74079864888728,40.61907426451707,4.98,VI,0,1,J114657.8+403708,1,12.45,12.53,0.146,114657+403709,1,12.5,0.5,,NA,,,,,,NA,,,,,5.0
101644.63+403630.3,154.18596382149389,40.608439775562076,3.22,VI,64,1,J101644.8+403629,1,4.27,3.57,0.159,101644+403630,1,3.8,0.5,,NA,,,,,,NA,,,,,5.0
072706.98+403515.2,111.77910909531892,40.58756882067293,3.85,VI,0,1,J072706.9+403514,1,7.42,7.08,0.134,072707+403517,1,7.0,0.5,,NA,,,,,,NA,,,,,5.0
165342.18+403334.0,253.42577571539147,40.55944851960264,3.06,VI,0,1,J165342.2+403333,1,1.14,1.54,0.137,,NA,,,,NA,,,,,,NA,,,,,1.0
125622.73+403303.1,194.0947281742993,40.5508680216524,3.118,VI,0,1,J125622.7+403303,1,91.71,92.44,0.139,125622+403302,1,95.1,2.9,,NA,,,,,,NA,,,,,5.0
165814.67+403053.8,254.5611460546944,40.51494921476149,4.296,PIPE,4,3,J165814.6+403053,1,18.04,19.48,0.133,165814+403054,1,20.7,0.7,,NA,,,,,,NA,,,,,5.0
140416.46+402359.4,211.0686031814714,40.399840320344104,3.075,VI,0,1,J140416.4+402359,1,7.97,8.23,0.128,140416+402358,1,8.7,0.5,,NA,,,,,,NA,,,,,5.0
150726.54+402356.9,226.86060218118848,40.399147126889936,3.375,VI,0,1,J150726.5+402356,1,2.65,2.14,0.131,,NA,,,,NA,,,,,,NA,,,,,1.0
133755.82+402149.8,204.4825892147133,40.36385776619752,3.787,VI,0,1,J133755.7+402150,1,1.15,0.97,0.135,,NA,,,,NA,,,,,,NA,,,,,1.0
142434.97+402120.8,216.14572254178574,40.355778715211365,3.015,VI,0,1,J142434.9+402120,1,8.53,8.76,0.142,142435+402121,1,9.0,0.5,,NA,,,,,,NA,,,,,5.0
123506.31+401510.7,188.776298,40.252979,3.08,DR6Q_HW,-1,1,J123506.3+401510,1,18.14,18.19,0.142,123506+401510,1,19.5,0.7,,NA,,,,,,NA,,,,,5.0
144540.69+401304.0,221.41956437276136,40.21778330912756,3.766,VI,0,1,J144540.7+401304,1,1.72,1.58,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
090502.28+401239.5,136.25951421842456,40.21098589310475,3.109,VI,0,1,J090502.3+401239,1,1.11,0.84,0.143,,NA,,,,NA,,,,,,NA,,,,,1.0
120059.68+400913.1,180.24870423702427,40.15364742211698,3.376,VI,0,1,J120059.7+400912,1,3.66,3.48,0.143,120059+400915,1,4.3,0.4,,NA,,,,,,NA,,,,,5.0
154137.66+400407.2,235.40694529507084,40.068670180976476,3.127,VI,0,1,J154137.6+400407,1,4.03,4.51,0.132,154137+400412,1,5.0,0.4,,NA,,,,,,NA,,,,,5.0
090049.27+400224.6,135.20529360657807,40.040183279331806,3.173,VI,0,1,J090049.2+400224,1,1.35,0.98,0.143,,NA,,,,NA,,,,,,NA,,,,,1.0
131828.16+400200.7,199.61736203159535,40.03354253915328,3.1,VI,0,1,J131828.1+400200,1,27.2,27.86,0.14,131828+400200,1,31.6,1.0,,NA,,,,,,NA,,,,,5.0
100216.36+400144.5,150.56818519630625,40.029035943488005,3.055,VI,0,1,J100216.3+400144,1,5.79,5.83,0.142,100216+400141,1,6.7,0.5,,NA,,,,,,NA,,,,,5.0
090239.89+395726.7,135.66621287612136,39.95744265168004,3.088,VI,0,1,J090239.8+395726,1,32.0,32.35,0.147,090240+395726,1,56.2,2.1,,NA,,,,,,NA,,,,,5.0
140538.93+395648.2,211.4122356013575,39.946731353152074,3.484,VI,0,1,J140538.9+395648,1,47.82,49.59,0.146,140538+395649,1,52.3,1.6,,NA,,,,,,NA,,,,,5.0
134615.72+395249.5,206.56553280159824,39.88043363060731,3.119,VI,0,1,J134615.7+395249,1,26.59,26.95,0.133,134615+395250,1,30.6,1.0,,NA,,,,,,NA,,,,,5.0
164933.66+395204.7,252.3902706714933,39.86798715557431,3.16,VI,0,1,J164933.6+395205,1,1.49,0.88,0.13,164932+395211,1,3.2,0.5,,NA,,,,,,NA,,,,,5.0
121210.04+395048.8,183.04183727387726,39.84689829666931,3.728,VI,0,1,J121210.0+395048,1,1.45,1.43,0.148,,NA,,,,NA,,,,,,NA,,,,,1.0
144434.78+394848.3,221.14493380509407,39.813428108242796,3.393,VI,0,1,J144434.7+394847,1,13.59,16.31,0.14,144434+394847,1,16.8,0.7,,NA,,,,,,NA,,,,,5.0
141300.36+394745.0,213.251538791342,39.79584990511189,3.71,VI,0,1,J141300.3+394745,1,99.84,105.45,0.143,141300+394745,1,109.3,3.3,,NA,,,,,,NA,,,,,5.0
101046.39+394602.4,152.69329714580013,39.76736102610418,5.37,PIPE,4,3,J101046.3+394602,1,4.26,4.56,0.139,101046+394558,3,4.6,0.4,,NA,,,,,,NA,,,,,1.0
142522.79+394337.9,216.34497130205327,39.72721756479541,3.38,VI,0,1,J142522.8+394338,1,25.93,26.92,0.151,142522+394337,1,22.0,0.8,,NA,,,,,,NA,,,,,5.0
110458.03+394003.9,166.24182417982217,39.667765803007434,3.16,PIPE,0,2,J110458.0+394003,1,9.73,9.33,0.145,110457+394005,1,12.7,0.6,,NA,,,,,,NA,,,,,5.0
090457.11+393632.7,136.23797122210811,39.60908745569248,4.1,VI,0,1,J090457.0+393632,1,2.01,1.64,0.145,,NA,,,,NA,,,,,,NA,,,,,1.0
143917.47+393242.8,219.8228276131483,39.545231191664065,4.174,VI,4,1,J143917.4+393242,3,42.35,44.12,0.137,143917+393242,3,42.3,1.3,,NA,,,,,,NA,,,,,0.0
085332.78+393148.8,133.38659233292313,39.53023086834309,4.19,VI,0,1,J085332.7+393149,1,1.42,2.44,0.141,085332+393147,1,2.6,0.4,,NA,,,,,,NA,,,,,5.0
095019.48+392448.6,147.58117255233037,39.413516680827016,3.868,VI,0,1,J095019.5+392448,1,1.56,1.55,0.138,,NA,,,,NA,,,,,,NA,,,,,1.0
121619.12+392415.1,184.07969151963516,39.40421831074386,3.315,VI,0,1,J121619.1+392415,1,2.85,2.97,0.13,121618+392420,1,2.9,0.4,,NA,,,,,,NA,,,,,5.0
133058.42+392117.8,202.74345671709767,39.354971606167034,5.468,PIPE,4,3,J133058.4+392117,1,163.59,164.88,0.132,133058+392117,1,165.5,5.0,,NA,,,,,,NA,,,,,5.0
085504.96+391956.9,133.77070780903927,39.33248953410645,3.644,VI,0,1,J085504.9+391957,1,1.42,1.48,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
142241.42+391815.5,215.6726169603947,39.304307697293595,3.49,VI,0,1,J142241.4+391815,1,8.25,7.63,0.137,142241+391815,1,8.5,0.5,,NA,,,,,,NA,,,,,5.0
092250.62+391748.8,140.71094981499948,39.296899737155776,3.897,VI,0,1,J092250.6+391748,1,2.82,3.41,0.134,092250+391801,1,3.2,0.4,,NA,,,,,,NA,,,,,5.0
075622.78+391601.1,119.09492406023898,39.26697623327815,3.085,PIPE,0,2,J075622.7+391601,1,1.59,1.8,0.142,,NA,,,,NA,,,,,,NA,,,,,1.0
142326.48+391226.2,215.86034352498322,39.20729438124561,3.925,VI,0,1,J142326.5+391226,1,6.63,6.52,0.137,142326+391220,1,5.9,0.4,,NA,,,,,,NA,,,,,5.0
152913.63+391157.2,232.30680762519182,39.19924190175685,6.041,PIPE,4,3,J152913.5+391157,1,1.01,1.49,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
093942.03+391002.4,144.9251259249591,39.16735431606775,3.136,VI,0,1,J093941.9+391002,1,2.49,2.06,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
140347.76+390250.8,210.9490250419961,39.04746978885257,3.07,VI,0,1,J140347.7+390250,1,53.3,60.88,0.141,140347+390251,1,61.5,1.9,,NA,,,,,,NA,,,,,5.0
093758.88+390217.0,144.4953711514172,39.038082822704695,3.454,PIPE,4,3,J093758.8+390216,1,1.36,1.96,0.143,,NA,,,,NA,,,,,,NA,,,,,1.0
102947.78+390136.5,157.4490912607494,39.026817966797,3.154,VI,0,1,J102947.8+390136,1,12.46,12.98,0.174,102947+390134,1,11.4,0.5,,NA,,,,,,NA,,,,,5.0
092550.67+385951.3,141.4611453653935,38.99759461205631,3.136,VI,0,1,J092550.6+385951,1,9.56,8.06,0.693,092550+385954,1,8.0,0.9,,NA,,,,,,NA,,,,,5.0
145105.80+385846.0,222.77418175694055,38.97944835888146,3.215,VI,0,1,J145105.8+385846,1,16.65,17.07,0.142,145105+385847,1,16.2,0.6,,NA,,,,,,NA,,,,,5.0
084718.39+385328.0,131.8266254902731,38.89112498088242,3.333,PIPE,0,2,J084718.4+385329,1,5.28,5.73,0.142,084718+385329,1,5.6,0.4,,NA,,,,,,NA,,,,,5.0
090105.69+385320.9,135.2737325148735,38.88914579143795,3.644,VI,4,1,J090105.7+385320,1,4.03,3.49,0.305,090105+385321,1,4.4,0.4,,NA,,,,,,NA,,,,,5.0
171001.17+384909.9,257.50490341646287,38.819429361738294,3.236,PIPE,0,2,J171001.1+384910,1,2.95,2.97,0.134,171001+384912,1,3.8,0.5,,NA,,,,,,NA,,,,,5.0
170505.99+384757.8,256.2749981341234,38.79941349311383,3.465,VI,0,1,J170505.9+384757,1,1.58,1.51,0.266,,NA,,,,NA,,,,,,NA,,,,,1.0
081009.95+384757.1,122.54147186643843,38.799195786555664,3.94,VI,0,1,J081009.9+384756,1,26.68,27.16,0.141,081009+384757,1,31.7,1.0,,NA,,,,,,NA,,,,,5.0
155133.20+384412.1,237.8883408131192,38.73670748940067,3.533,VI,4,1,J155133.1+384412,1,2.52,2.78,0.142,155133+384404,1,2.6,0.4,,NA,,,,,,NA,,,,,5.0
162941.04+384215.9,247.4210120935441,38.704427452876644,3.016,VI,0,1,J162940.9+384215,1,1.07,0.8,0.136,,NA,,,,NA,,,,,,NA,,,,,1.0
115236.88+383939.7,178.15369626241295,38.66105452024881,3.22,VI,4,1,J115236.9+383939,1,1.06,0.94,0.154,,NA,,,,NA,,,,,,NA,,,,,1.0
171558.38+383023.5,258.9932620524752,38.50653153858136,3.117,VI,0,1,J171558.3+383023,1,27.59,28.48,0.142,171558+383024,1,25.8,0.9,,NA,,,,,,NA,,,,,5.0
171105.52+383004.3,257.7730378439171,38.50119577475973,3.997,VI,0,1,J171105.5+383004,1,49.07,49.86,0.142,171105+383005,1,45.3,1.4,,NA,,,,,,NA,,,,,5.0
121902.52+382822.0,184.76050745334345,38.47280030593091,3.012,VI,0,1,J121902.5+382821,1,2.49,2.58,0.141,,NA,,,,NA,,,,,,NA,,,,,1.0
134805.63+381937.5,207.02347767019802,38.327090725132,3.458,VI,0,1,J134805.6+381937,1,2.05,1.43,0.159,134803+381938,1,3.2,0.6,,NA,,,,,,NA,,,,,5.0
104739.80+381906.3,161.91585168922484,38.31842812069594,3.365,VI,0,1,J104739.8+381906,1,5.42,5.13,0.148,104739+381906,1,5.8,0.4,,NA,,,,,,NA,,,,,5.0
123142.17+381658.9,187.92571149272553,38.283038257993596,4.131,VI,0,1,J123142.1+381659,1,20.44,24.04,0.134,123142+381658,1,25.7,0.9,,NA,,,,,,NA,,,,,5.0
152314.88+381402.1,230.8120046450067,38.23392026266014,3.156,VI,0,1,J152314.8+381402,1,47.81,47.7,0.141,152314+381401,1,51.9,1.6,,NA,,,,,,NA,,,,,5.0
123638.55+381043.2,189.16064798929443,38.178672628036566,3.494,VI,0,1,J123638.5+381043,1,3.82,3.73,0.136,123638+381041,1,3.8,0.4,,NA,,,,,,NA,,,,,5.0
115743.52+380701.8,179.4313377080369,38.11718488528137,3.475,VI,64,1,J115743.5+380701,1,2.09,1.61,0.135,115744+380704,1,3.2,0.4,,NA,,,,,,NA,,,,,5.0
113330.91+380638.1,173.3787990085844,38.11059955419115,3.615,VI,0,1,J113330.9+380637,1,1.41,0.81,0.135,,NA,,,,NA,,,,,,NA,,,,,1.0
162659.33+380547.6,246.74721122231784,38.09658024378361,3.111,VI,0,1,J162659.2+380547,1,1.8,1.41,0.129,,NA,,,,NA,,,,,,NA,,,,,1.0
111106.52+380424.4,167.77717756133865,38.07345910606915,3.017,VI,0,1,J111106.5+380424,1,6.49,6.8,0.245,111106+380425,1,4.1,0.4,,NA,,,,,,NA,,,,,5.0
103403.87+380248.4,158.51615334953092,38.04679454205786,3.567,VI,0,1,J103403.8+380248,1,1.95,2.2,0.147,103404+380253,1,2.6,0.4,,NA,,,,,,NA,,,,,5.0
075238.03+380058.2,118.15846383359373,38.01618649318391,3.645,VI,0,1,J075238.0+380058,1,9.68,9.89,0.144,075237+380057,1,9.4,0.5,,NA,,,,,,NA,,,,,5.0
134733.94+375811.8,206.89144297508878,37.96995178679833,3.006,PIPE,0,2,J134733.9+375812,1,6.08,6.23,0.145,134733+375814,1,7.7,0.9,,NA,,,,,,NA,,,,,5.0
162453.47+375806.6,246.2228304205196,37.96851517619299,3.376,VI,0,1,J162453.4+375806,1,56.11,56.44,0.143,162453+375806,1,55.6,1.7,,NA,,,,,,NA,,,,,5.0
144404.86+375714.6,221.02027918069155,37.954066693612,3.359,VI,0,1,J144404.8+375714,1,1.73,1.32,0.135,,NA,,,,NA,,,,,,NA,,,,,1.0
123449.99+375530.3,188.708332406941,37.925110345586575,3.137,VI,0,1,J123450.0+375530,1,1.61,1.27,0.131,,NA,,,,NA,,,,,,NA,,,,,1.0
134022.94+375443.8,205.0956234809485,37.9121893503345,3.113,VI,0,1,J134022.9+375443,1,270.58,275.91,0.137,134022+375443,1,272.3,8.2,,NA,,,,,,NA,,,,,5.0
113729.42+375224.2,174.37261702154967,37.87340168943576,4.195,VI,68,1,J113729.4+375224,1,2.7,2.64,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
122155.89+374223.7,185.48288573017487,37.706609857411685,3.176,VI,0,1,J122155.8+374223,1,49.89,52.99,0.145,122155+374223,1,54.8,1.7,,NA,,,,,,NA,,,,,5.0
083856.55+374027.4,129.7356333002456,37.67428195654958,3.455,VI,68,1,J083856.5+374027,1,3.46,3.27,0.129,083856+374025,1,3.0,0.4,,NA,,,,,,NA,,,,,5.0
165019.25+373958.0,252.5802317060793,37.66611182326289,3.045,VI,4,1,J165019.2+373957,1,9.9,9.71,0.14,165019+373958,1,8.7,0.5,,NA,,,,,,NA,,,,,5.0
104909.81+373759.0,162.29091509260604,37.633080010657835,3.003,VI,4,1,J104909.8+373758,1,55.49,56.56,0.148,104909+373759,1,52.8,1.6,,NA,,,,,,NA,,,,,5.0
085629.64+373741.5,134.1235182145438,37.62820465270994,3.117,PIPE,0,2,J085629.6+373741,1,1.01,0.97,0.131,,NA,,,,NA,,,,,,NA,,,,,1.0
162917.36+373409.1,247.32234708649068,37.56920400462845,3.13,VI,0,1,J162917.3+373408,1,10.88,11.36,0.132,162917+373409,1,12.2,0.5,,NA,,,,,,NA,,,,,5.0
094508.25+373331.7,146.28440387074733,37.55880602680033,3.365,VI,0,1,J094508.2+373332,1,29.47,44.21,0.131,094508+373332,1,44.7,1.4,,NA,,,,,,NA,,,,,5.0
141543.57+373026.4,213.9315638445472,37.507359982755716,3.908,VI,0,1,J141543.5+373026,1,1.1,0.8,0.139,,NA,,,,NA,,,,,,NA,,,,,1.0
122709.62+373018.4,186.7901042318014,37.505136783901065,3.445,VI,0,1,J122709.6+373018,1,11.49,13.93,0.138,122709+373018,1,15.4,0.6,,NA,,,,,,NA,,,,,5.0
145739.42+373003.3,224.41427797469964,37.50093156948207,3.861,VI,0,1,J145739.4+373003,1,77.14,79.09,0.143,145739+373003,1,78.0,2.4,,NA,,,,,,NA,,,,,5.0
090246.97+372520.0,135.69574724347729,37.42223843268078,3.9,VI,4,1,J090246.9+372519,1,8.5,8.64,0.145,090246+372519,1,9.4,0.5,,NA,,,,,,NA,,,,,5.0
131755.48+372011.8,199.4811831610192,37.33663023843664,3.182,VI,0,1,J131755.5+372012,1,7.68,8.52,0.165,131755+372010,1,10.4,0.5,,NA,,,,,,NA,,,,,5.0
124209.81+372005.6,190.54088864244255,37.33490154017678,3.824,VI,0,1,J124209.8+372005,1,644.79,662.38,0.18,124209+372006,1,640.7,19.2,,NA,,,,,,NA,,,,,5.0
120415.83+371738.5,181.0659831057696,37.29405404842046,3.311,VI,0,1,J120415.8+371738,1,49.46,50.49,0.134,120415+371738,1,51.8,1.6,,NA,,,,,,NA,,,,,5.0
074952.05+371137.1,117.46688394675738,37.19365123561631,3.047,VI,0,1,J074952.0+371137,1,7.37,7.24,0.148,074952+371135,1,7.2,0.9,,NA,,,,,,NA,,,,,5.0
105830.84+370344.8,164.6285154374288,37.062449395233294,3.06,VI,0,1,J105830.8+370344,1,3.73,4.38,0.199,105830+370350,1,5.4,0.4,,NA,,,,,,NA,,,,,5.0
145739.84+370317.8,224.41602127252048,37.0549523001464,3.664,VI,0,1,J145739.9+370317,1,59.22,72.67,0.146,145739+370317,1,71.5,2.2,,NA,,,,,,NA,,,,,5.0
092638.38+370301.4,141.65994219289698,37.0504123049931,3.479,VI,0,1,J092638.3+370301,1,2.31,1.91,0.137,,NA,,,,NA,,,,,,NA,,,,,1.0
141241.03+370100.9,213.17096754799405,37.01692716664641,3.421,VI,0,1,J141241.0+370101,1,15.89,16.42,0.179,141240+370059,1,17.2,0.7,,NA,,,,,,NA,,,,,5.0
120242.28+370034.4,180.67620777319843,37.00956685710547,3.051,VI,0,1,J120242.3+370034,1,3.55,3.11,0.144,120242+370036,1,7.8,0.5,,NA,,,,,,NA,,,,,5.0
092933.48+370008.8,142.3895169483051,37.002446473495944,3.505,VI,0,1,J092933.5+370008,1,1.52,1.51,0.145,092933+370012,1,3.5,0.4,,NA,,,,,,NA,,,,,5.0
153201.60+370002.3,233.00669049617522,37.00066292832197,3.099,VI,0,1,J153201.6+370000,1,1.36,1.08,0.15,,NA,,,,NA,,,,,,NA,,,,,1.0
145733.03+365858.8,224.3876413324461,36.98301637890323,3.178,VI,0,1,J145733.0+365858,1,7.59,7.65,0.152,145732+365859,1,7.0,0.5,,NA,,,,,,NA,,,,,5.0
102645.35+365825.5,156.68897797952744,36.97377165292317,3.248,VI,0,1,J102645.3+365825,1,197.4,205.47,0.199,102645+365825,1,178.6,5.4,,NA,,,,,,NA,,,,,5.0
121915.42+365718.5,184.81425119545744,36.95515958360953,3.59,VI,0,1,J121915.4+365719,1,28.24,30.05,0.144,121915+365718,1,28.5,0.9,,NA,,,,,,NA,,,,,5.0
095644.32+365532.4,149.18469048260008,36.925675465724005,4.175,VI,4,1,J095644.3+365532,1,1.79,1.92,0.149,,NA,,,,NA,,,,,,NA,,,,,1.0
171615.04+365118.2,259.0626761153321,36.85506273814531,3.035,VI,0,1,J171615.0+365118,1,4.92,5.18,0.136,171615+365119,1,4.6,0.4,,NA,,,,,,NA,,,,,5.0
115639.49+364952.2,179.16456151590887,36.831180136946394,3.53,VI,68,1,J115639.4+364952,1,10.85,10.87,0.154,115639+364952,1,9.6,0.5,,NA,,,,,,NA,,,,,5.0
134401.39+364723.5,206.0058191920931,36.78987610929724,3.232,PIPE,0,2,J134401.4+364723,1,23.15,24.23,0.144,134401+364723,1,24.4,0.8,,NA,,,,,,NA,,,,,5.0
100036.31+364246.8,150.1513044500937,36.713024136607416,3.28,VI,4,1,J100036.3+364246,1,31.91,32.08,0.14,100036+364245,1,29.8,1.0,,NA,,,,,,NA,,,,,5.0
083749.59+364145.5,129.45664835571077,36.69599174910476,3.395,VI,4,1,J083749.5+364145,1,25.52,27.1,0.165,,NA,,,,NA,,,,,,NA,,,,,1.0
082454.45+363943.3,126.22688056242642,36.662036703753444,3.72,VI,0,1,J082454.4+363943,1,2.88,2.12,0.152,,NA,,,,NA,,,,,,NA,,,,,1.0
144048.56+363535.5,220.20236830126134,36.593196881783285,3.147,VI,0,1,J144048.5+363535,1,26.61,27.4,0.151,144048+363535,1,30.7,1.0,,NA,,,,,,NA,,,,,5.0
140833.79+363316.0,212.14081341412404,36.55445085750349,3.234,PIPE,0,2,J140833.8+363316,1,3.74,3.53,0.157,140833+363319,1,5.2,0.4,,NA,,,,,,NA,,,,,5.0
120414.80+363057.5,181.06168008283038,36.51599260644346,3.954,VI,0,1,J120414.7+363057,1,7.18,7.02,0.142,120414+363058,1,7.4,0.5,,NA,,,,,,NA,,,,,5.0
163547.23+362930.0,248.94681584629126,36.49167014440692,3.615,VI,0,1,J163547.2+362930,1,111.31,113.21,0.138,163547+362930,1,151.8,4.6,,NA,,,,,,NA,,,,,5.0
084146.65+362629.0,130.44438607091868,36.4414097867015,3.247,VI,4,1,J084146.6+362629,1,1.56,0.98,0.146,084146+362631,1,2.3,0.4,,NA,,,,,,NA,,,,,5.0
154627.04+362322.1,236.61268858832727,36.38947947929828,3.257,VI,0,1,J154627.0+362322,1,2.76,2.54,0.129,154627+362329,1,3.0,0.4,,NA,,,,,,NA,,,,,5.0
100841.22+362319.3,152.171788,36.388701,3.129,DR6Q_HW,-1,1,J100841.2+362319,1,33.01,34.77,0.151,100841+362322,1,66.3,2.4,,NA,,,,,,NA,,,,,5.0
141745.90+362127.4,214.44126663859203,36.357624032864415,3.335,VI,4,1,J141745.8+362127,1,1.42,1.07,0.152,,NA,,,,NA,,,,,,NA,,,,,1.0
115534.79+361757.1,178.89498843960126,36.29919989687034,3.543,VI,0,1,J115534.7+361756,1,1.54,2.24,0.131,,NA,,,,NA,,,,,,NA,,,,,1.0
123936.33+361404.2,189.90141365628733,36.234510410873746,3.115,VI,0,1,J123936.3+361404,1,1.38,1.03,0.141,,NA,,,,NA,,,,,,NA,,,,,1.0
121730.43+361301.5,184.37680803775842,36.217096810346106,3.191,PIPE,0,2,J121730.4+361301,1,19.59,20.59,0.142,121730+361302,1,20.8,0.7,,NA,,,,,,NA,,,,,5.0
151949.30+361126.6,229.9554325525375,36.19073548580878,3.379,VI,0,1,J151949.2+361126,1,2.82,2.66,0.146,151948+361128,1,3.8,0.4,,NA,,,,,,NA,,,,,5.0
094934.56+360244.5,147.39401387711064,36.04572196577017,3.876,VI,0,1,J094934.5+360244,1,22.95,23.37,0.153,094934+360245,1,21.2,0.7,,NA,,,,,,NA,,,,,5.0
074815.82+355912.1,117.06595536734321,35.986721641090256,3.455,VI,64,1,J074815.8+355911,1,1.17,1.36,0.143,,NA,,,,NA,,,,,,NA,,,,,1.0
103918.21+355901.3,159.8258900595103,35.983704926533335,3.236,VI,0,1,J103918.2+355901,1,1.58,1.15,0.145,,NA,,,,NA,,,,,,NA,,,,,1.0
135641.97+355708.2,209.17489175760358,35.95229769988774,3.178,PIPE,0,2,J135641.9+355708,1,5.39,4.7,0.141,135642+355705,1,6.1,0.5,,NA,,,,,,NA,,,,,5.0
143555.69+355643.8,218.982082003963,35.94552189642848,3.71,VI,0,1,J143555.7+355643,1,1.27,0.78,0.145,,NA,,,,NA,,,,,,NA,,,,,1.0
085132.75+355525.5,132.88649448413935,35.923756853218904,3.24,VI,0,1,J085132.7+355525,1,8.72,9.1,0.145,085132+355522,1,8.6,0.5,,NA,,,,,,NA,,,,,5.0
144155.21+355242.8,220.480077423959,35.878565429588704,3.303,VI,0,1,J144155.2+355242,1,6.9,6.25,0.153,144155+355245,1,7.5,0.5,,NA,,,,,,NA,,,,,5.0
114034.32+355108.2,175.14302010657912,35.85230538737965,3.372,VI,0,1,J114034.3+355108,1,1.49,1.08,0.132,,NA,,,,NA,,,,,,NA,,,,,1.0
