sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,source_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,source_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,source_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,source_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
140015.70+490038.7,210.06545561801317,49.01076283427642,QSO,3.473,VI,3.472153902053833,0,3.473,3.0,1.0,3.467488824920898,J140015.6+490038,210.0653964350819,49.01076608499135,3.63,3.8,0.13,1.79,0.0,159.7,0.14023790602931088,1,,,-2147483648,1,1,140015+490036,210.06504226823802,0.33,49.010027196139866,3.2,4.2,0.4,40.3,36.6,2.8224375816810148,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3401268929884784,2.9489881620517977,,
100714.77+485908.7,151.81157239693547,48.98575580643235,QSO,3.241,VI,3.2419354915618896,0,3.241,3.0,1.0,3.2299543404014015,J100714.7+485908,151.8116062013007,48.985768728038764,11.35,11.6,0.135,1.05,0.38,89.8,0.0924224321897531,1,,,-2147483648,1,1,100714+485911,151.81145620139583,0.13,48.98650483915949,1.4,11.2,0.5,28.8,22.0,2.710454436664701,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2241573451930106,2.5480009677013093,,
145525.94+485701.5,223.85811078839276,48.950436622254855,QSO,3.501,VI,3.5227179527282715,0,3.501,3.0,1.0,3.5576846083405016,J145525.9+485701,223.85818356067963,48.95040354816416,8.25,9.02,0.133,1.96,1.28,17.5,0.20922845931815423,1,,,-2147483648,1,1,145525+485700,223.8581252272996,0.1,48.950192437058895,1.1,14.5,0.6,21.3,19.8,0.8797292418410156,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5074534378269626,0.8316678641519281,,
131536.57+485629.1,198.90238689952997,48.94142259127892,QSO,3.612,VI,3.6183040142059326,0,3.612,3.0,1.0,3.622433342612081,J131536.6+485629,198.9025172493042,48.94149782290656,9.94,10.86,0.137,2.23,0.78,16.2,0.4103079938110683,1,,,-2147483648,1,1,131536+485627,198.9031255825096,0.14,48.94094504506455,1.5,9.8,0.5,28.1,23.3,2.450807822283604,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9951434806632699,10.216584311069399,,
164500.87+485513.9,251.25366220192117,48.92053025214624,QSO,3.015322208404541,PIPE,3.015322208404541,0,-1.0,0.0,1.0,3.0214240847226694,J164500.9+485514,251.25376508939522,48.92057891116743,2.02,1.54,0.144,1.29,0.0,8.3,0.2998720708080034,1,,,-2147483648,1,1,164501+485524,251.2570400896063,0.42,48.923551133151285,4.3,3.4,0.4,44.1,42.6,13.495040867697602,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.7272968346553661,18.6799158101164,,
134144.39+485042.0,205.43497877790898,48.84502144488002,QSO,3.12,VI,3.1034109592437744,0,3.12,3.0,1.0,3.1238088757568976,J134144.3+485042,205.43497975899822,48.84501935310677,10.82,10.43,0.144,0.0,0.0,20.4,0.007880944335171272,1,,,-2147483648,1,1,134144+485043,205.43404225907003,0.15,48.845305464317335,1.5,10.3,0.5,30.7,23.2,2.443009738549995,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.019114097576995896,12.326224559660268,,
121957.15+484926.8,184.9881594950784,48.82413061451905,QSO,3.185,VI,0.8203651905059814,0,3.185,3.0,1.0,3.1894543651678227,J121957.1+484926,184.9880835192628,48.824143704239,6.92,7.11,0.135,1.27,0.0,67.2,0.18613703885444327,1,,,-2147483648,1,1,121958+484931,184.9938751864525,0.37,48.82539092588234,4.8,4.7,0.5,67.9,36.2,14.28642428051358,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4514486857208894,35.357961830805884,,
122834.88+484845.9,187.1453535695853,48.81275696625966,QSO,3.122,VI,3.121898651123047,0,3.122,3.0,1.0,3.1086701177111875,J122834.8+484846,187.14541276634358,48.81285459833497,3.11,2.82,0.133,0.78,0.0,145.7,0.37845647489524403,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9178918997262475,,,
140022.65+484433.7,210.0944079005886,48.742718965009,QSO,3.083,VI,3.082653522491455,0,3.083,3.0,1.0,3.0771878194769737,J140022.6+484433,210.09442553597574,48.742738304148176,8.43,8.01,0.143,0.0,0.0,11.0,0.0812394544332969,1,,,-2147483648,1,1,140022+484433,210.09400053593623,0.17,48.74255497085972,1.7,8.1,0.5,31.9,25.3,1.1330456404251679,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.19703462865994273,4.915526407847085,,
150226.89+483711.3,225.61206503383812,48.619807936737054,QSO,3.214,VI,3.2146291732788086,0,3.214,3.0,1.0,3.2197412069579006,J150226.9+483711,225.61210841163157,48.619792262392735,33.95,34.26,0.134,0.83,0.0,160.7,0.11764571341175867,1,,,-2147483648,1,1,150226+483712,225.6119584117286,0.06,48.62019226240757,0.7,31.4,1.0,17.6,16.3,1.4066467821921422,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2853327323229069,2.9261907796190028,,
085113.41+483031.1,132.80588607869691,48.50866468374813,QSO,3.999,VI,4.000009059906006,0,3.999,3.0,1.0,3.987090092316179,J085113.4+483030,132.80609995569804,48.5086141065031,2.17,1.92,0.132,1.53,0.0,89.1,0.5416240411022047,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.3136306720716826,,,
112549.64+482759.6,171.45685549265903,48.466569874808854,QSO,3.998,VI,3.9977335929870605,0,3.998,3.0,1.0,3.9860078830155707,J112549.6+482759,171.45681605303682,48.46653943201896,25.09,26.1,0.143,1.17,0.98,0.0,0.14447727750522865,1,,,-2147483648,1,1,112549+482800,171.45670771973965,0.07,48.46675332091749,0.8,24.5,0.8,18.6,17.0,0.7487038018736787,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.35040882336609824,3.0035699251946966,,
124535.85+482557.9,191.39940231126758,48.43277253281933,QSO,3.205,VI,3.2007548809051514,0,3.205,3.0,1.0,3.2068009000164572,J124535.8+482558,191.39937531256297,48.432784718699715,8.16,7.79,0.136,0.0,0.0,179.7,0.07799568826620472,1,,,-2147483648,1,1,124535+482558,191.39975031260448,0.17,48.43291805199432,2.4,8.3,0.5,45.5,25.8,0.9825409242344448,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.1891673455701711,4.220162273172086,,
082656.26+482526.6,126.73442756740818,48.42405956049108,QSO,3.064,VI,3.0695536136627197,0,3.064,3.0,1.0,3.0513407824709438,J082656.2+482526,126.73434508225249,48.42415316415688,13.21,15.6,0.13,3.25,0.84,6.2,0.3903619603726281,1,,,-2147483648,1,1,082656+482526,126.73462008228421,0.09,48.42414483081741,1.0,17.0,0.6,19.2,18.7,0.5529533736278185,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9467670426096243,3.4321680174534914,,
125234.03+482345.6,193.14179717607232,48.396009123167715,QSO,3.449,VI,3.4493014812469482,0,3.449,3.0,1.0,3.394371020729653,J125234.0+482345,193.14183784828705,48.39596231587782,1.97,1.82,0.142,2.65,0.0,18.7,0.19454056104112577,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.47183011151088833,,,
081618.99+482328.4,124.07916376702224,48.391235271286874,QSO,3.576,VI,3.5761587619781494,0,3.576,3.0,1.0,3.596767673990957,J081618.9+482328,124.07913643576254,48.391275439314626,68.62,68.36,1.311,0.71,0.0,92.9,0.15868033885163904,1,,,-2147483648,1,1,081619+482328,124.07936976911822,0.05,48.391144883754976,0.6,63.9,2.0,20.2,15.3,0.5902514875862621,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3848563773988278,4.437039530039303,,
105511.39+481848.9,163.79749371805084,48.313602966461204,QSO,4.574,VI,4.573957920074463,0,4.574,3.0,1.0,4.555349129817634,J105511.4+481848,163.79752380753152,48.313609525364306,4.57,4.67,0.132,0.82,0.72,180.0,0.07581084969969669,1,,,-2147483648,1,1,105511+481902,163.79716547486257,0.35,48.31742063650421,9.4,6.0,1.2,73.5,38.3,13.766060851367158,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.18386832883674323,2.607413687518406,,
114405.84+481713.1,176.02437434298912,48.28699337126701,QSO,3.057,VI,3.0564956665039062,0,3.057,3.0,1.0,3.033731892056137,J114405.8+481713,176.0244246287654,48.287008460498264,7.11,6.67,0.137,0.0,0.0,14.4,0.13213844049011433,1,,,-2147483648,1,1,114406+481716,176.02508296233376,0.21,48.287947349325805,2.3,7.9,0.5,40.3,32.7,3.830908432492851,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3204828319120749,7.448834708236556,,
113348.04+481443.0,173.45019202609052,48.24529333923151,QSO,3.043,VI,3.0453081130981445,4,3.043,3.0,1.0,3.0390907350462815,J113348.0+481443,173.45033280114558,48.24531147513613,5.86,9.66,0.136,6.7,1.45,65.6,0.34375051188329,1,,,-2147483648,1,1,113348+481443,173.45183280128268,0.13,48.24553091944435,1.4,12.0,0.5,30.6,23.2,4.02548665539259,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8337175950054282,23.99123534559584,,
120228.96+481010.6,180.62068806556096,48.1696201487923,QSO,3.516,VI,3.5162129402160645,0,3.516,3.0,1.0,3.509387051778285,J120229.0+481010,180.62084567834452,48.16959413439932,102.0,105.83,0.142,1.21,0.85,153.3,0.3898352160309128,1,,,-2147483648,1,1,120229+481011,180.6211665117278,0.05,48.16975246770155,0.6,104.0,3.1,17.1,16.4,1.2435684346586335,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.945489051861847,10.304267633148552,,
152853.99+480611.4,232.22498223028384,48.10318674230967,QSO,3.17,VI,3.1701362133026123,0,3.17,3.0,1.0,3.1682687870707245,J152853.8+480611,232.22450797360653,48.10311940141042,4.64,7.23,0.13,5.83,1.9,83.9,1.1656253793242592,1,,,-2147483648,1,1,152853+480609,232.2242913068733,0.26,48.10274717920854,3.6,5.7,0.5,54.9,33.6,2.2941368805749027,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,2.827055027844185,5.978857582948351,,
155446.68+480206.1,238.69450890971422,48.03504670076214,QSO,3.422,VI,3.421816110610962,0,3.422,3.0,1.0,3.437651610618949,J155446.6+480205,238.69428256770027,48.034979923805736,1.92,2.7,0.138,4.23,2.55,81.0,0.5955345474430777,1,,,-2147483648,1,1,155446+480206,238.69391590107202,0.33,48.035052146060174,2.5,6.3,0.5,54.7,32.2,1.427644661769052,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.4443826533145292,4.139892255864357,,
134019.07+475839.6,205.07946341722374,47.97768315199313,QSO,3.133,VI,3.1317787170410156,0,3.133,3.0,1.0,3.131597408156633,J134019.0+475839,205.07957538400817,47.97771661302993,3.53,3.41,0.146,0.0,0.0,88.7,0.2954975196416015,1,,,-2147483648,1,1,134019+475835,205.07958371707986,0.44,47.976611057473484,4.3,3.3,0.4,46.6,44.0,3.8704136544232868,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.7166869498630469,1.103633203890085,,
114635.14+475422.3,176.64644657096326,47.90620941331053,QSO,3.019,VI,3.018235683441162,0,3.019,3.0,1.0,3.007654496645702,J114635.1+475422,176.6464495837713,47.9062056245858,40.35,42.64,0.147,1.53,1.0,173.4,0.015456254503905663,1,,,-2147483648,1,1,114635+475422,176.64633291710228,0.05,47.90622506904116,0.6,41.4,1.3,17.1,16.1,0.2800056136152477,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.03748692319468773,2.4549372213991325,,
144640.02+475038.9,221.6667670149892,47.84414350469181,QSO,3.394,VI,3.3941893577575684,0,3.394,3.0,1.0,3.397445190337539,J144639.9+475039,221.66662088955,47.844281546807544,4.13,4.27,0.188,1.63,0.0,101.9,0.6095994313208355,1,,,-2147483648,1,1,144641+475059,221.6716250573251,0.7,47.849970435189,12.2,2.9,0.5,123.0,50.6,24.037276100907313,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.4784964508558147,16.688427847953957,,
090953.83+474943.0,137.4743301736169,47.82861540218159,QSO,3.651,VI,3.65236234664917,0,3.651,3.0,1.0,3.657839664688894,J090953.8+474942,137.47425875001133,47.82859171036003,373.29,383.67,0.139,1.04,0.74,76.4,0.19254220050502513,1,,,-2147483648,1,1,090953+474942,137.4744545833604,0.04,47.828533377018616,0.6,386.3,11.6,16.4,15.0,0.42143307621692894,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.46698334376908135,2.8336478015298474,,
075710.74+474802.1,119.29476127906531,47.80060044487159,QSO,3.882,VI,3.9411203861236572,0,3.882,3.0,1.0,3.921354992524119,J075710.7+474802,119.29472752392535,47.80061994659015,26.15,26.63,0.133,0.78,0.7,90.0,0.10766445356598005,1,,,-2147483648,1,1,075710+474801,119.2947441905917,0.07,47.800506057701114,0.7,27.0,0.9,20.8,16.3,0.34229725410010153,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2611246835629751,0.5878110090156248,,
131453.89+474259.8,198.72454515281487,47.716638107828295,QSO,3.694,VI,3.6944949626922607,4,3.694,3.0,1.0,3.680169656384474,J131453.9+474259,198.72460445464426,47.716656175018734,74.41,75.02,0.141,0.54,0.44,90.0,0.15767358757023567,1,,,-2147483648,1,1,131453+474259,198.72450028792713,0.05,47.71644506391862,0.6,79.1,2.4,15.3,15.2,0.7034024907268132,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3824146761097977,1.4999929996451256,,
104057.10+474127.2,160.23791917908935,47.6908963160092,QSO,3.317,VI,3.31876540184021,0,3.317,3.0,1.0,3.320068573884261,J104057.1+474127,160.237931748578,47.69088480348365,9.57,9.69,0.135,1.1,0.0,180.0,0.051434047122816524,1,,,-2147483648,1,1,104057+474126,160.23808174854508,0.16,47.69061535902783,1.8,8.5,0.5,29.3,25.5,1.085457600500356,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.12474588281609891,2.1619937966536007,,
152917.51+473838.7,232.322993,47.644103,QSO,3.080213,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J152917.5+473838,232.32291620574534,47.64409994772261,49.29,49.84,0.135,0.86,0.0,177.6,0.18658381920162173,1,,,-2147483648,1,1,152917+473838,232.32316620571618,0.05,47.64402494769914,0.6,54.4,1.7,17.3,14.6,0.5054097120781537,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4525322188126514,3.785780493670715,,
074521.78+473436.2,116.34078638874337,47.5767231450692,QSO,3.22,VI,3.0492124557495117,64,3.22,3.0,1.0,3.213002371298808,J074521.7+473436,116.34081884396102,47.57674496432018,6.97,6.9,0.146,0.98,0.0,170.2,0.11127685365146239,1,,,-2147483648,1,1,074521+473439,116.33845217702516,0.26,47.577506075439025,2.8,5.4,0.4,37.6,32.6,6.330793947644225,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2698860407131956,20.374631020092068,,
131021.06+473401.9,197.58775884304072,47.56719810411929,QSO,3.595,VI,3.595564603805542,0,3.595,3.0,1.0,3.597127925320928,J131021.0+473401,197.58774607182193,47.5672118504221,10.83,10.36,0.161,0.0,0.0,0.3,0.05840599928177138,1,,,-2147483648,1,1,131021+473402,197.5876252384895,0.17,47.56722296154592,1.8,8.3,0.5,30.3,25.5,0.3366384968538289,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.14165536068203308,1.6461647573749436,,
080137.68+472528.1,120.40702122113538,47.424491739329994,QSO,3.256,VI,3.269205093383789,4,3.256,3.0,1.0,3.2597696014771014,J080137.6+472528,120.40704847792341,47.424503269071046,74.5,78.25,0.148,1.46,0.91,84.1,0.07829492312614704,1,,,-2147483648,1,1,080137+472527,120.40691097790508,0.05,47.424394935739194,0.6,78.8,2.4,18.8,14.3,0.4399379893732984,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.18989309620827044,2.469022975832255,,
110611.51+472435.1,166.5479867567193,47.40976894550983,QSO,4.02,VI,4.026529312133789,0,4.02,3.0,1.0,4.021010513238676,J110611.4+472435,166.54787801434244,47.40982318881381,2.32,1.93,0.131,0.0,0.0,90.1,0.3291201907934406,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.7982339782288607,,,
114234.42+472301.4,175.64345190781466,47.383745091399526,QSO,3.525,VI,3.4604804515838623,0,3.525,3.0,1.0,3.5577217163942363,J114234.4+472301,175.6434619208274,47.383766829267884,13.66,13.29,0.132,0.0,0.0,33.4,0.08197403718029589,1,,,-2147483648,1,1,114234+472301,175.64391608748846,0.1,47.38361405144794,1.1,14.9,0.6,22.2,19.7,1.2258477532779573,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.19881624711158383,8.01188353931699,,
090036.00+472258.6,135.15003907026966,47.38296410329972,QSO,3.268,VI,3.2696611881256104,0,3.268,3.0,1.0,3.2509844387447018,J090036.0+472258,135.15017929398346,47.38296402389142,3.05,3.16,0.135,1.48,0.0,106.6,0.34180121331524754,1,,,-2147483648,1,1,090035+472259,135.1497042939446,0.37,47.383116801686924,3.9,3.8,0.4,43.4,40.2,0.9839159274274103,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8289897084801366,2.1337563028223627,,
144628.69+472224.3,221.61957550606135,47.37344309124237,QSO,3.379,VI,3.379413604736328,0,3.379,3.0,1.0,3.3888383560423074,J144628.6+472224,221.61956245278085,47.373506551579915,3.8,4.02,0.161,2.23,0.0,25.1,0.23066305088007996,1,,,-2147483648,1,1,144628+472232,221.61891661992206,0.62,47.37555377386763,6.1,2.4,0.4,57.9,54.7,7.766390396730101,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5594400785716304,2.8449495328502805,,
142036.07+471432.5,215.15029674343043,47.242372329476176,QSO,3.238,VI,3.2385506629943848,0,3.238,3.0,1.0,3.2301274409378085,J142036.0+471432,215.15030843427294,47.24235166213039,71.72,73.17,0.134,0.86,0.65,168.2,0.07970025320970146,1,,,-2147483648,1,1,142036+471432,215.15025010093012,0.05,47.24230443991424,0.6,70.9,2.2,15.2,14.3,0.26968059374970255,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.1933015024111859,1.0959216316315974,,
083945.38+471432.0,129.93910433745683,47.24223328150545,QSO,3.322,VI,3.3722140789031982,0,3.322,3.0,1.0,3.3529396054014216,J083945.3+471432,129.93902871404444,47.24225030550926,3.75,3.89,0.136,2.39,0.0,98.2,0.19472270122508806,1,,,-2147483648,1,1,083945+471423,129.9394953806208,0.37,47.23992252771836,3.8,3.6,0.4,41.6,40.1,8.373437026880442,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4722719888035831,3.317666032461166,,
154829.57+471020.0,237.12324256676442,47.17222245601711,QSO,3.129551887512207,PIPE,3.129551887512207,0,-1.0,0.0,1.0,3.143916598910814,J154829.5+471019,237.12314916649336,47.17221339638855,11.19,13.02,0.136,3.16,0.48,4.8,0.2308907196891135,1,,,-2147483648,1,1,154829+471020,237.12324916649365,0.13,47.17224672971293,1.3,13.2,0.6,32.5,27.7,0.08886538305421932,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5599922032952328,0.11911951256802399,,
112037.38+470710.1,170.1557536942936,47.119480945904535,QSO,4.088,VI,4.089306831359863,0,4.088,3.0,1.0,4.100359107195076,J112037.3+470710,170.15582820517747,47.11948954675024,2.39,2.65,0.141,2.36,1.02,103.6,0.1851367314352458,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.44902256398700824,,,
