sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
092521.96+080311.0,141.34152611,8.05308239,QSO,3.158,VI,3.16773415,4,3.158,3.0,1.0,3.15975176,J092521.9+080310,141.34152319,8.05305265,3.37,2.66,0.133,0.0,0.0,90.1,0.10757638,1,,,NA,1,1,092521+080305,141.34020236,0.28,8.05147765,8.9,4.2,0.5,103.0,41.0,7.45914773,2,0.57859999,3.158,6595,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J092521.9+080313,141.34164103,0.58,8.05364143,0.54,7.31,0.625,6.761,0.342,26.849998,25.19,1.4,1.24,66.47,33.0,9.79,2.9,66.47,1.4,1.24,33.0,2.05379113,2,,,3166,1,1,0.26091105,15.88329225,,3.73010061
143949.99+080014.1,219.95831727,8.00392342,QSO,3.05,VI,3.05404043,0,3.05,3.0,1.0,3.06151694,J143950.0+080014,219.95835696,8.00389839,9.93,9.88,0.178,0.82,0.0,65.2,0.16775041,1,,,NA,1,1,143950+080014,219.9590778,0.09,8.00408172,1.4,10.4,0.5,24.9,23.0,2.77045477,3,,,15209,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J143950.0+080013,219.95848546,0.41,8.00373639,0.41,14.501,0.875,12.71,0.462,27.27,26.16,1.01,0.93,45.78,36.56,10.86,7.7,45.78,1.01,0.93,36.56,0.90158504,1,,,NA,1,1,0.40685451,20.15635079,,2.13636122
123741.92+075939.9,189.42469616,7.99442713,QSO,3.107,VI,3.11893153,4,3.107,3.0,1.0,3.09203775,J123741.9+075939,189.42472363,7.99444326,59.65,60.76,0.139,1.08,0.0,26.4,0.11385615,1,,,NA,1,1,123741+075940,189.42491113,0.03,7.99455714,0.6,61.6,1.9,17.7,14.5,0.89800802,2,0.18780001,3.107,11939,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J123741.9+075940,189.42463046,0.05,7.99451959,0.05,80.185,0.608,78.613,0.347,25.310001,25.2,0.11,0.11,56.28,37.68,3.94,3.08,56.28,0.11,0.11,37.68,0.40698976,2,,,5305,1,1,0.27614174,7.38084059,,3.64022715
141919.58+075930.6,214.83160743,7.99184099,QSO,3.049,VI,3.0491581,0,3.049,3.0,1.0,3.03768155,J141919.6+075930,214.83167365,7.99179892,92.81,96.98,0.138,1.27,1.0,53.9,0.28045649,1,,,NA,1,1,141919+075932,214.83149448,0.03,7.99238781,0.6,73.3,2.2,17.9,16.7,2.00931629,3,,,14708,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J141919.5+075930,214.83144548,0.08,7.99184992,0.08,96.179,1.218,92.165,0.684,25.549997,25.54,0.19,0.19,97.560005,0.1,5.28,5.16,97.560005,0.19,0.19,0.1,0.57826771,1,,,NA,1,1,0.68020688,5.03489992,,4.51551224
122722.12+075554.9,186.84217174,7.93194002,QSO,3.17,VI,3.17007208,0,3.17,3.0,1.0,3.16731387,J122722.1+075555,186.84221528,7.93208796,1.68,1.39,0.145,1.84,0.0,130.5,0.55474861,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J122722.0+075553,186.84204745,2.09,7.93157685,1.58,2.664,0.638,2.063,0.308,31.01,26.06,5.0,3.61,104.53,37.84,18.32,7.29,104.53,5.0,3.61,37.84,1.38048565,1,,,NA,1,1,1.34546302,,,0.85255558
110257.39+073821.4,165.73913558,7.63930359,QSO,3.45,VI,3.45115495,0,3.45,3.0,1.0,3.45663856,J110257.4+073821,165.73920677,7.63927048,42.53,43.81,0.149,0.97,0.9,89.99999,0.28061899,1,,,NA,1,1,110257+073820,165.73924427,0.04,7.6391427,0.6,48.4,1.5,19.6,18.0,0.69707039,5,0.4073,3.45,9328,2,3,J110257+073826,165.73961827,0.001287,7.64065181,0.00124,0.170027,0.011483,0.174151,0.0135756,146.754,3.8194,144.2626,4.176628,0.318658,155.655,132.793,-1.390994,5.15010527,39,0.07256899,3.45,12471,17,3,J110257.4+073822,165.73919227,0.06,7.63953281,0.06,69.329,0.647,67.149,0.366,25.54,25.28,0.14,0.14,42.07,21.07,5.21,3.67,42.07,0.14,0.14,21.07,0.84962348,2,,,4356,1,1,0.68060099,3.72477445,51.49706862,7.28546155
004112.33+073650.9,10.30139862,7.61414996,QSO,3.024,VI,3.02450657,0,3.024,3.0,1.0,3.0247593,J004112.3+073650,10.30135118,7.61411795,153.93,163.97,0.1,1.57,1.39,116.9,0.20477765,1,,,NA,1,1,004112+073650,10.30132618,0.03,7.61408183,0.6,186.3,5.6,16.8,16.4,0.35630911,1,,,NA,1,1,J004112+073656,10.30055985,0.000409,7.6157735,0.000609,0.411675,0.01046,0.393617,0.0115378,146.367,1.54415,133.7916,1.353096,4.723383,150.203,136.386,-2.55272,6.56649082,34,0.1071,3.024,5371,12,3,J004112.2+073651,10.30121185,0.08,7.6143635,0.08,239.095,2.987,226.456,1.663,25.87,25.52,0.19,0.19,126.31,22.819998,6.61,5.12,126.31,0.19,0.19,22.819998,1.01740995,1,,,NA,1,1,0.49665873,2.50833918,65.66385525,7.9446378
143043.71+073600.3,217.68214801,7.60008953,QSO,3.27,VI,3.25452876,4,3.27,3.0,1.0,3.27809303,J143043.7+073600,217.6821986,7.60020695,13.14,14.25,0.148,1.76,1.36,52.999996,0.45967099,1,,,NA,1,1,143043+073600,217.6820361,0.09,7.6000264,1.4,12.4,0.6,30.7,21.9,0.4594778,4,0.19239999,3.27,14955,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J143043.6+073559,217.68193643,0.2,7.59996262,0.2,20.117,0.651,20.058,0.375,25.44,24.67,0.48,0.45,146.93,23.79,,,0.0,0.48,0.45,23.79,0.88245605,2,0.19239999,3.27,6833,2,3,1.11486592,2.97269054,,3.94646283
003407.66+073432.8,8.53195142,7.57578439,QSO,3.526,VI,3.52675533,0,3.526,3.0,1.0,3.52650544,J003407.6+073432,8.5319387,7.57575388,186.72,191.23,0.104,1.11,0.54,107.1,0.11886407,1,,,NA,1,1,003407+073433,8.53178453,0.03,7.57591499,0.6,181.0,5.4,17.6,16.3,0.75876035,2,,,695,1,1,J003407+073428,8.53199686,0.001326,7.57468732,0.001966,0.150075,0.012283,0.141285,0.013354,147.929,4.91564,132.9797,4.472603,1.475509,152.61,136.952,-1.83791,3.95278267,23,0.0945,3.526,5146,11,3,J003407.6+073433,8.53179586,0.05,7.57596232,0.05,226.358,1.75,216.186,0.98,25.659998,25.51,0.12,0.12,99.49,31.59,5.76,5.06,99.49,0.12,0.12,31.59,0.8476096,1,,,NA,1,1,0.2882877,5.7564649,39.52019682,7.58125132
123511.59+073330.7,188.79832137,7.55853264,QSO,3.02,VI,3.08846712,64,3.02,3.0,1.0,3.03798408,J123511.6+073330,188.79836525,7.55855721,10.29,11.28,0.15,1.99,1.33,127.7,0.1798426,1,,,NA,1,1,123511+073329,188.79803608,0.08,7.55814054,1.2,12.9,0.6,24.0,21.2,1.74041457,5,,,11866,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J123511.5+073331,188.79813642,0.24,7.55867065,0.22,15.735,0.569,14.975,0.318,26.06,25.21,0.56,0.53,93.74999,26.260002,7.34,3.21,93.74999,0.56,0.53,26.260002,0.82614749,1,,,NA,1,1,0.43618239,8.03607404,,3.26675877
152424.35+073129.9,231.10147711,7.52499704,QSO,3.597,VI,3.5971427,0,3.597,3.0,1.0,3.59703915,J152424.3+073129,231.10145686,7.5247834,1.0,1.51,0.148,6.45,0.0,110.00001,0.77249815,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.87358322,,,
001650.66+073008.3,4.21109964,7.50230917,QSO,3.159,VI,3.16149759,0,3.159,3.0,1.0,3.15606513,J001650.6+073008,4.21118039,7.50232011,19.21,19.53,0.126,0.99,0.3,113.80001,0.29088725,1,,,NA,1,1,001650+073007,4.21086789,0.05,7.50202566,0.9,20.7,0.7,18.2,17.9,1.31371422,4,,,339,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J001650.6+073008,4.21107889,0.43,7.50238088,0.46,22.634,1.601,22.115,0.91,25.78,24.819998,1.08,1.0,175.36,45.12,,,0.0,1.08,1.0,45.12,0.26860105,1,,,NA,1,1,0.70550521,7.48371292,,0.57355213
160859.91+072913.7,242.24964312,7.48715737,QSO,3.119,VI,3.11948872,0,3.119,3.0,1.0,3.12341378,J160859.9+072912,242.24973177,7.48691851,1.09,0.88,0.141,3.16,0.0,26.1,0.91627977,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.22230479,,,
005633.70+072300.4,14.14043277,7.38345417,QSO,3.044,VI,3.02636909,0,3.044,3.0,1.0,3.05209981,J005633.7+072300,14.14052203,7.38359612,1.4,0.86,0.1,0.0,0.0,88.600006,0.60224949,1,,,NA,1,1,005633+072254,14.1404512,0.38,7.38186001,10.1,3.3,0.5,104.0,48.2,5.73935561,2,0.46759999,3.044,1178,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J005633.6+072259,14.14040786,1.36,7.3833259,1.24,4.283,0.8,3.687,0.417,27.76,26.17,3.23,2.88,106.88,79.95,12.05,7.71,106.88,3.23,2.88,79.95,0.47025887,1,,,NA,1,1,1.46066964,0.5923519,,0.37687865
092346.42+072245.5,140.94344741,7.37932805,QSO,3.499,VI,3.51221418,0,3.499,3.0,1.0,3.50093162,J092346.3+072245,140.94311899,7.37939989,1.94,1.48,0.135,0.0,0.0,98.4,1.20071252,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J092346.4+072245,140.94336799,1.68,7.37936245,1.16,2.321,0.485,2.115,0.261,29.450003,23.310001,4.06,2.57,107.07,24.12,,,0.0,4.06,2.57,24.12,0.30941187,2,0.3809,3.499,3169,2,3,2.91215585,,,0.19924359
124353.95+072015.4,190.97483143,7.33762983,QSO,3.186,VI,3.18624854,0,3.186,3.0,1.0,3.17291982,J124353.9+072015,190.9746944,7.3376931,2.53,2.29,0.151,1.11,0.0,91.2,0.53968775,1,,,NA,1,1,124353+072013,190.97407773,0.38,7.33719587,6.1,3.3,0.5,71.4,46.7,3.11169885,3,0.37729999,3.186,12109,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J124354.0+072017,190.9753604,2.56,7.33832243,3.0,6.278,1.342,2.391,0.385,42.65,38.5,7.07,6.03,175.04999,68.56,34.55,29.27,175.04999,7.07,6.03,68.56,3.1279216,2,0.40830001,3.186,5284,2,3,1.30893513,6.85345587,,1.11061115
101622.48+071508.7,154.09369421,7.25243105,QSO,3.311,VI,3.31073976,0,3.311,3.0,1.0,3.30477214,J101622.5+071508,154.0937608,7.2523908,2.55,2.27,0.137,1.34,0.0,14.3,0.27845995,1,,,NA,1,1,101622+071513,154.0931608,0.29,7.2536158,3.9,3.7,0.4,50.1,42.2,4.67118083,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.67536456,6.30535937,,
151147.16+071406.1,227.94653866,7.23502865,QSO,3.48,VI,3.48193383,0,3.48,3.0,1.0,3.47315423,J151147.1+071405,227.94652351,7.2349837,2.29,2.12,0.149,2.13,0.0,134.2,0.17061051,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J151147.3+071404,227.94714135,2.03,7.23448759,1.64,8.018,1.648,5.091,0.693,33.71,29.21,4.85,3.76,73.95,42.09,22.609999,15.11,73.95,4.85,3.76,42.09,2.90288921,1,,,NA,1,1,0.41379127,,,1.58961534
144018.16+070954.9,220.07568954,7.16526994,QSO,3.484,VI,3.30091429,0,3.484,3.0,1.0,3.50050513,J144018.1+070954,220.07564438,7.16515115,1.48,1.31,0.137,0.0,0.0,91.6,0.45704081,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.10848676,,,
093057.68+070930.4,142.74036507,7.15845424,QSO,3.18,VI,3.18094659,0,3.18,3.0,1.0,3.17252916,J093057.6+070930,142.74040233,7.15846647,10.32,10.47,0.141,1.28,0.0,46.6,0.14018771,1,,,NA,1,1,093057+070932,142.740619,0.09,7.15889425,1.4,10.5,0.5,24.3,22.8,1.82531664,3,,,6773,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J093057.6+070931,142.740326,0.19,7.15866736,0.19,16.621,0.508,16.051,0.286,25.88,25.04,0.47,0.44,42.89,22.04,6.68,0.76,42.89,0.47,0.44,22.04,0.77980277,1,,,NA,1,1,0.34000514,6.83563025,,3.63190371
140030.84+070907.7,210.12853832,7.15214537,QSO,3.427,VI,3.42568064,0,3.427,3.0,1.0,3.41768809,J140030.8+070907,210.12852773,7.15214941,4.04,3.57,0.154,0.0,0.0,26.9,0.04050995,1,,,NA,1,1,140030+070920,210.12666107,0.72,7.15566608,8.9,7.7,1.5,105.299995,43.2,14.33902184,3,0.31119999,3.427,14203,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J140030.7+070907,210.1282424,0.67,7.15201341,0.77,6.221,0.655,5.47,0.346,27.83,25.57,1.83,1.56,11.93,31.64,12.22,5.25,11.93,1.83,1.56,31.64,1.15886946,1,,,NA,1,1,0.09825107,9.33394459,,1.67602258
143054.44+070617.6,217.72685126,7.10489208,QSO,3.452,VI,3.45199561,0,3.452,3.0,1.0,3.46308361,J143054.4+070617,217.72682771,7.10495695,3.95,3.61,0.144,0.0,0.0,48.5,0.24820649,1,,,NA,1,1,143054+070613,217.72791104,0.27,7.10385973,3.9,3.9,0.4,45.099995,41.7,5.30523696,3,0.3488,3.452,14961,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J143054.4+070616,217.72682838,0.89,7.10462962,0.99,5.257,0.831,5.47,0.492,25.68,23.420002,2.42,2.01,152.24,40.44,,,0.0,2.42,2.01,40.44,0.94841427,2,0.3488,3.452,6832,2,3,0.60198917,13.18353137,,0.9539735
011415.45+070437.7,18.56440107,7.0771524,QSO,3.791,VI,3.79145241,0,3.791,3.0,1.0,3.7770197,J011415.4+070437,18.56444289,7.07712714,15.22,15.68,0.119,1.31,0.32,81.9,0.17488089,1,,,NA,1,1,011415+070437,18.56457622,0.06,7.07713825,1.0,18.0,0.7,24.4,18.7,0.62779784,2,0.30680001,3.791,1569,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J011415.4+070436,18.56446889,0.63,7.07680636,0.64,10.018,0.999,9.567,0.559,25.659998,25.54,1.5,1.49,4.14,0.38,5.77,5.06,4.14,1.5,1.49,0.38,1.26906407,2,,,883,1,1,0.42414846,5.36582217,,1.9602555
134815.60+070003.7,207.06501249,7.00102875,QSO,3.595,VI,3.59427857,0,3.595,3.0,1.0,3.59913907,J134815.5+070003,207.06498188,7.00110529,3.14,2.75,0.135,0.0,0.0,52.5,0.29645838,1,,,NA,1,1,134815+070000,207.06461938,0.37,7.00022196,4.6,4.4,0.5,78.0,39.3,3.22627569,2,0.29530001,3.595,13886,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J134815.7+070002,207.06545838,1.08,7.00080974,1.02,5.06,0.732,4.15,0.369,28.7,26.549997,2.64,2.28,123.35,48.1,14.1,8.94,123.35,2.64,2.28,48.1,1.77766146,1,,,NA,1,1,0.7190172,3.71879451,,1.65819694
132602.33+065751.7,201.50972392,6.96438538,QSO,3.016,VI,3.01594996,0,3.016,3.0,1.0,3.01192956,J132602.3+065751,201.50973188,6.96442255,54.42,55.85,0.153,1.34,0.0,74.2,0.13678957,1,,,NA,1,1,132602+065753,201.50941105,0.04,6.9647781,0.6,55.0,1.7,19.8,16.5,1.80245373,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J132602.3+065751,201.50964238,0.06,6.96432832,0.05,70.232,0.621,69.384,0.356,25.28,25.02,0.13,0.13,115.07,20.04,3.78,1.04,115.07,0.13,0.13,20.04,0.35650081,1,,,NA,1,1,0.33176345,10.63774457,,3.10129781
090627.93+065538.9,136.61640364,6.92748978,QSO,3.0,VI,3.00521278,0,3.0,3.0,1.0,3.01054883,J090627.9+065538,136.61646892,6.92748619,11.47,11.39,0.142,0.86,0.0,178.2,0.23363094,1,,,NA,1,1,090627+065538,136.61645225,0.09,6.92736675,1.4,10.5,0.5,23.6,23.1,0.47576766,4,0.33090001,3.0,6113,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J090627.8+065539,136.61608592,0.33,6.92755963,0.3,9.349,0.474,9.322,0.273,25.739998,24.390001,0.77,0.7,82.4,22.89,,,0.0,0.77,0.7,22.89,1.16297581,2,0.33090001,3.0,3196,2,3,0.56663826,1.32918981,,3.38758616
161705.71+065325.2,244.27379635,6.89034986,QSO,3.114,VI,3.11350632,4,3.114,3.0,1.0,3.11814021,J161705.6+065327,244.27361087,6.89095445,1.3,1.76,0.156,5.05,0.0,18.9,2.2752236,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J161705.7+065326,244.2741182,2.69,6.89071612,2.16,2.309,0.7,1.737,0.331,32.38,25.67,6.81,4.42,118.98,37.45,20.57,5.81,118.98,6.81,4.42,37.45,1.74975605,2,,,7749,1,1,5.51822809,,,0.74459554
160415.95+065134.8,241.06648722,6.85969408,QSO,3.147,VI,3.14707375,0,3.147,3.0,1.0,3.15112773,J160415.9+065135,241.06644423,6.85974639,2.35,2.5,0.145,2.01,0.0,75.1,0.24303196,1,,,NA,1,1,160416+065139,241.06945256,0.4,6.86082972,5.2,3.2,0.4,66.6,47.4,11.35995544,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J160416.1+065136,241.06725323,1.42,6.86023039,2.19,2.29,0.625,2.131,0.341,29.05,23.14,5.19,3.32,173.52998,31.94,,,0.0,5.19,3.32,31.94,3.35015931,1,,,NA,1,1,0.5894391,25.71790516,,2.1153656
153021.93+065034.3,232.59140784,6.84288056,QSO,3.618,VI,3.6175487,0,3.618,3.0,1.0,3.60774081,J153021.9+065034,232.59131095,6.84291381,1.86,1.64,0.146,1.85,0.0,49.5,0.3664334,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.88873157,,,
101347.29+065015.6,153.44707297,6.83769315,QSO,3.79,VI,3.79022336,0,3.79,3.0,1.0,3.77621087,J101347.2+065015,153.44706493,6.83768807,30.09,31.03,0.145,1.01,0.9,179.99998,0.03405865,1,,,NA,1,1,101347+065016,153.44695243,0.05,6.83797695,0.8,27.3,0.9,18.6,16.5,1.10883047,2,,,8007,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J101347.2+065015,153.4468831,0.37,6.83770773,0.35,27.471,1.504,25.316,0.822,26.46,25.64,0.87,0.82,63.74,42.33,8.66,5.66,63.74,0.87,0.82,42.33,0.68069839,1,,,NA,1,1,0.08260436,4.05662583,,1.77657753
114846.16+064700.2,177.19234445,6.78339752,QSO,3.422,VI,3.42136288,0,3.422,3.0,1.0,3.41803536,J114846.1+064700,177.19225678,6.78353613,1.22,0.92,0.15,2.12,0.0,36.7,0.58925596,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.42915569,,,
104610.42+064416.5,161.54342173,6.73793523,QSO,3.467,VI,3.46724772,0,3.467,3.0,1.0,3.49643996,J104610.4+064416,161.54338166,6.73796526,3.12,2.79,0.136,0.0,0.0,24.1,0.17944883,1,,,NA,1,1,104610+064415,161.5429525,0.22,6.73758748,3.6,5.0,0.5,51.8,35.5,2.09319587,3,0.36669999,3.467,8882,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J104610.5+064417,161.54388116,0.72,6.73813515,0.61,3.445,0.416,3.943,0.262,24.33,22.469997,1.69,1.44,92.97,35.42,,,0.0,1.69,1.44,35.42,1.79330074,2,0.52939999,3.467,4393,2,3,0.43522734,6.95050312,,2.54194603
084533.42+064150.0,131.38925268,6.69722331,QSO,3.62,VI,3.62066603,0,3.62,3.0,1.0,3.62699924,J084533.4+064149,131.38928135,6.69722526,2.07,1.36,0.156,0.0,0.0,138.8,0.10272141,1,,,NA,1,1,084533+064207,131.38936885,0.45,6.70208915,10.2,2.9,0.5,96.2,60.7,17.52195392,3,0.1468,3.62,5474,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J084533.3+064148,131.38911185,1.1,6.69689982,0.98,4.475,0.678,3.923,0.358,27.9,25.56,2.65,2.24,65.3,44.16,12.369999,5.34,65.3,2.65,2.24,44.16,1.26877488,3,,,2937,1,1,0.24913602,1.9392768,,1.26705671
081553.19+063858.4,123.97162856,6.64956979,QSO,3.419,VI,3.42065692,0,3.419,3.0,1.0,3.41113106,J081553.1+063858,123.97164375,6.64958377,23.92,24.92,0.149,1.19,1.01,179.99998,0.0740675,1,,,NA,1,1,081553+063849,123.97420209,0.07,6.64717266,0.9,25.0,1.2,31.7,21.3,12.61567174,1,,,NA,1,1,J081553+063857,123.97143675,0.001699,6.64922,0.002211,0.119737,0.011085,0.132621,0.0144098,150.503,5.9425,148.9179,6.096069,5.448826,149.479,135.394,2.420115,1.43392293,27,0.1609,3.419,10723,11,3,J081553.1+063858,123.97124875,0.12,6.649693,0.12,36.721,0.677,35.746,0.384,25.46,25.25,0.27,0.27,125.47,59.950005,4.67,3.52,125.47,0.27,0.27,59.950005,1.42869487,1,,,NA,1,1,0.17964008,75.9887447,14.33605274,9.14628282
091824.38+063653.3,139.60159425,6.6148147,QSO,4.21,VI,4.21643782,0,4.21,3.0,1.0,4.19677305,J091824.3+063653,139.60161477,6.61481384,25.87,26.5,0.144,1.31,0.0,126.3,0.07345859,1,,,NA,1,1,091824+063653,139.6017856,0.04,6.61497773,0.7,30.9,1.0,17.6,15.8,0.90150891,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J091824.3+063653,139.60143294,0.07,6.61480751,0.07,40.635,0.433,39.356,0.245,25.56,25.24,0.16,0.16,121.33,19.98,5.34,3.49,121.33,0.16,0.16,19.98,0.57743024,1,,,NA,1,1,0.17816324,6.40754334,,4.73049284
111711.72+063557.6,169.29886888,6.59935901,QSO,3.205,VI,3.20993066,0,3.205,3.0,1.0,3.20014884,J111711.7+063558,169.29885671,6.59953129,12.35,15.7,0.149,3.6,1.85,0.7,0.62171654,1,,,NA,1,1,111711+063557,169.29870255,0.06,6.5993924,1.0,16.9,0.6,20.3,19.0,0.6068644,3,0.4113,3.205,9758,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J111711.7+063558,169.29902921,0.16,6.59972451,0.16,22.76,0.544,21.034,0.298,26.11,25.91,0.37,0.37,11.93,74.81,7.52,6.79,11.93,0.37,0.37,74.81,1.4352888,2,,,4584,1,1,1.50788411,5.10214033,,7.60701595
111405.78+063458.2,168.5240924,6.58285197,QSO,3.146,VI,3.15097809,0,3.146,3.0,1.0,3.14359616,J111405.7+063458,168.52409421,6.58285913,18.6,19.27,0.151,1.37,0.5,133.8,0.02657056,1,,,NA,1,1,111405+063456,168.52399421,0.06,6.58242024,0.9,18.5,0.7,21.1,18.3,1.59340444,4,,,9669,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J111405.7+063458,168.52404621,0.25,6.58299458,0.24,17.395,0.636,15.856,0.345,26.7,25.7,0.59,0.55,126.66,23.24,9.35,5.91,126.66,0.59,0.55,23.24,0.53930597,1,,,NA,1,1,0.06444308,3.46612612,,2.06766509
114001.38+063334.5,175.00576635,6.55960707,QSO,3.078,VI,3.0846839,0,3.078,3.0,1.0,3.07214028,J114001.4+063334,175.00583175,6.55961133,3.2,3.89,0.151,2.94,2.07,35.3,0.23440387,1,,,NA,1,1,114000+063340,175.00282758,0.45,6.56128078,7.0,2.3,0.4,61.4,56.999996,12.11490664,3,0.2552,3.078,10345,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J114001.2+063335,175.00507525,1.06,6.559927,0.91,5.693,0.728,4.317,0.347,30.310001,27.21,2.55,2.09,69.01,31.91,17.13,10.73,69.01,2.55,2.09,31.91,2.72684781,2,0.37369999,3.078,4893,2,3,0.56851289,22.81628008,,2.64044814
122004.44+063147.8,185.01851647,6.52996249,QSO,3.238,VI,3.23766971,0,3.238,3.0,1.0,3.22431392,J122004.4+063147,185.01851096,6.52997148,10.43,11.03,0.147,1.52,1.03,144.2,0.03787262,1,,,NA,1,1,122003+063147,185.01649429,0.2,6.52975203,2.9,6.1,0.5,51.5,34.6,7.27216432,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J122004.4+063147,185.01863229,0.33,6.52980603,0.31,14.934,0.785,15.015,0.455,25.44,24.450003,0.79,0.73,98.08,32.13,,,0.0,0.79,0.73,32.13,0.69919516,1,,,NA,1,1,0.0918546,32.34616803,,2.10559488
