sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
131446.79+095100.5,198.69499328,9.85015409,QSO,3.132,VI,3.13127017,0,3.132,3.0,1.0,3.13417736,J131446.8+095100,198.69499469,9.85023118,1.59,2.03,0.148,4.98,0.0,128.0,0.27756928,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.67320439,,,
134132.05+095004.3,205.38357671,9.83454378,QSO,4.004,VI,4.00548315,0,4.004,3.0,1.0,3.94558978,J134132.0+095004,205.38369053,9.83455825,3.14,2.44,0.151,0.0,0.0,127.3,0.40706501,1,,,NA,1,1,134131+095008,205.38303636,0.21,9.83569436,2.5,6.0,0.5,48.2,31.7,4.56405083,2,0.65069997,4.004,13700,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J134132.1+095006,205.38383369,1.32,9.83500391,1.92,4.574,0.915,3.531,0.437,33.73,24.07,4.84,2.57,24.609999,17.02,22.64,,24.609999,4.84,2.57,17.02,1.89073493,2,,,6303,1,1,0.98727769,8.40508163,,1.10294704
001341.44+094754.0,3.42269004,9.79834114,QSO,3.379,VI,3.3796041,0,3.379,3.0,1.0,3.38867885,J001341.4+094753,3.42264683,9.79830892,3.36,2.66,0.117,0.0,0.0,76.7,0.19226469,1,,,NA,1,1,001341+094756,3.42270099,0.26,9.79910892,3.7,4.9,0.5,53.3,37.0,2.76425658,3,0.1154,3.379,290,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J001341.5+094754,3.42323966,1.27,9.79851681,0.87,4.402,0.636,3.621,0.319,31.24,24.370003,3.09,1.92,107.15,16.28,18.73,,107.15,3.09,1.92,16.28,2.04974107,2,0.1717,3.379,198,2,3,0.46631036,0.75965403,,1.69230413
104742.57+094744.9,161.92740656,9.79580599,QSO,4.252,VI,4.23268795,0,4.252,3.0,1.0,4.23510109,J104742.5+094744,161.92741524,9.79582912,18.89,19.36,0.152,0.87,0.83,179.99998,0.08877811,1,,,NA,1,1,104742+094743,161.92732774,0.07,9.79550412,1.0,17.8,1.0,20.9,18.9,1.1221297,3,,,8923,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J104742.5+094746,161.92711841,0.32,9.79622512,0.28,21.426,0.948,18.962,0.504,27.52,25.709997,0.76,0.66,89.28,15.89,11.47,5.88,89.28,0.76,0.66,15.89,1.82252751,1,,,NA,1,1,0.21531853,2.53304915,,5.92037088
082117.02+094709.3,125.32093854,9.78594443,QSO,3.542,VI,3.54145098,0,3.542,3.0,1.0,3.54931512,J082116.9+094708,125.3208105,9.78570875,1.2,1.06,0.154,2.9,0.0,131.6,0.96238133,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.33411738,,,
083512.38+093829.6,128.80161417,9.641556,QSO,3.249,VI,3.24779582,0,3.249,3.0,1.0,3.24923588,J083512.3+093829,128.80158556,9.64156423,3.05,2.61,0.152,0.0,0.0,155.7,0.10575533,1,,,NA,1,1,083512+093825,128.80195223,0.27,9.64039478,4.5,3.7,0.4,47.9,42.0,4.34917905,3,0.22310001,3.249,5195,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J083512.1+093831,128.80069789,1.35,9.64197089,1.23,4.337,0.843,3.964,0.458,26.96,25.420002,3.21,2.85,73.03,79.53,10.09,4.3,73.03,3.21,2.85,79.53,3.57858406,2,,,2677,1,1,0.25649434,4.26940753,,2.68996377
224856.44+093657.7,342.23519992,9.61603777,QSO,3.051,VI,3.04843259,0,3.051,3.0,1.0,3.05426844,J224856.4+093657,342.23508454,9.61601535,86.85,92.02,0.134,1.68,1.06,59.699997,0.41739499,1,,,NA,1,1,224856+093657,342.23507621,0.03,9.61594035,0.6,98.4,3.0,17.0,16.3,0.5619656,2,,,19756,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J224856.4+093658,342.23517988,0.06,9.61612391,0.05,125.767,1.096,121.864,0.619,25.819998,25.02,0.13,0.12,101.17999,6.52,6.46,,101.17999,0.13,0.12,6.52,0.31814058,1,,,NA,1,1,1.01233153,4.24510309,,2.83977613
120602.73+093443.5,181.51137892,9.57876467,QSO,3.101,VI,3.10120773,0,3.101,3.0,1.0,3.09572682,J120602.7+093443,181.51141542,9.57863294,1.42,1.27,0.132,0.0,0.0,13.6,0.49160417,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.19231523,,,
111639.72+092612.0,169.16552241,9.43668307,QSO,4.13,VI,4.13017225,0,4.13,3.0,1.0,4.1168376,J111639.6+092611,169.1653778,9.43656186,1.36,1.4,0.136,2.6,0.0,165.3,0.67391326,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.63447957,,,
103229.91+092416.7,158.1246568,9.40466652,QSO,3.083,VI,3.09645057,0,3.083,3.0,1.0,3.08493689,J103229.9+092416,158.12466517,9.40453218,2.88,3.2,0.152,2.47,0.81,129.5,0.48452387,1,,,NA,1,1,103230+092415,158.12561933,0.49,9.40419885,8.2,2.2,0.4,71.3,59.3,3.81063983,2,0.39680001,3.083,8505,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J103229.8+092417,158.12420233,1.58,9.40494241,2.04,2.852,0.847,2.898,0.493,26.64,23.13,4.86,3.67,12.5,52.54,,,0.0,4.86,3.67,52.54,1.895184,1,,,NA,1,1,1.175143,6.83879323,,1.12956682
132551.32+091610.1,201.46384128,9.26948223,QSO,3.982,VI,3.96592331,0,3.982,3.0,1.0,3.93479668,J132551.3+091610,201.4637488,9.26958644,4.77,5.22,0.141,2.52,0.0,62.4,0.49871957,1,,,NA,1,1,132551+091618,201.46382796,0.24,9.27183366,3.6,4.3,0.4,40.2,38.5,8.46529082,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J132551.2+091610,201.46365963,0.65,9.26962533,0.59,5.596,0.608,6.109,0.372,24.849998,23.08,1.57,1.35,114.06,34.02,,,0.0,1.57,1.35,34.02,0.82579581,1,,,NA,1,1,1.20957271,2.3575618,,1.30545933
093737.10+091201.5,144.40461419,9.20042118,QSO,3.095,VI,3.1006937,0,3.095,3.0,1.0,3.08926124,J093737.1+091200,144.40476913,9.20023861,1.04,0.79,0.15,0.0,0.0,0.7,0.85742812,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J093737.1+091159,144.40484013,1.86,9.19980427,1.98,2.749,0.728,2.301,0.371,29.709997,25.180002,5.18,3.76,140.52,42.52,16.04,2.67,140.52,5.18,3.76,42.52,2.36156163,2,,,3533,1,1,2.07956842,,,1.20029859
160856.08+091038.5,242.23367212,9.17738322,QSO,3.215,VI,3.21564245,0,3.215,3.0,1.0,3.21072154,J160856.0+091038,242.23370692,9.17728518,26.35,26.85,0.139,0.75,0.74,179.99998,0.37397811,1,,,NA,1,1,160855+091039,242.23324442,0.05,9.17757962,0.8,23.3,0.8,17.6,16.9,1.67643206,3,0.26930001,3.215,17278,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J160856.0+091039,242.23362842,0.18,9.17752329,0.17,22.025,0.613,21.519,0.349,25.659998,24.99,0.42,0.4,87.42,24.56,,,0.0,0.42,0.4,24.56,0.52763749,2,0.26930001,3.215,7583,2,3,0.90703014,13.62383366,,2.66564221
134455.20+090953.1,206.23003103,9.164777,QSO,3.141,VI,3.14103723,0,3.141,3.0,1.0,3.14338479,J134455.1+090953,206.22984045,9.16483594,5.53,6.26,0.134,2.63,1.05,87.90001,0.70976465,1,,,NA,1,1,134455+090951,206.23028629,0.14,9.16438871,2.1,7.8,0.5,40.3,27.1,1.66640684,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J134455.3+090951,206.23044562,0.34,9.16422782,0.33,12.839,1.017,10.452,0.323,27.28,22.06,0.93,0.61,137.04,6.4,,,0.0,0.93,0.61,6.4,2.46571432,1,,,NA,1,1,1.72143227,5.31477095,,7.08231406
134052.33+090651.6,205.21804841,9.11435189,QSO,3.467,VI,3.46681976,0,3.467,3.0,1.0,3.48344155,J134052.3+090651,205.21801961,9.11428049,152.65,161.51,0.177,1.62,0.89,57.5,0.27666733,1,,,NA,1,1,134052+090651,205.21791128,0.03,9.11424993,0.6,164.8,5.0,17.2,16.4,0.61016636,3,,,13685,1,1,J134052+090656,205.21764561,0.000407,9.11580293,0.000387,0.766806,0.018604,0.741849,0.020769,150.927,1.49508,129.5967,1.276814,-2.866035,153.471,131.727,-2.333117,5.4164181,21,0.1032,3.467,11585,12,3,J134052.2+090651,205.21788061,0.02,9.11423193,0.02,254.806,0.723,246.987,0.361,25.36,25.03,0.04,0.04,15.68,5.14,3.96,0.85,15.68,0.04,0.04,5.14,0.73635437,2,,,6259,1,1,0.67101683,4.70753928,54.16378007,7.22054787
224859.46+090640.5,342.2477833,9.11125898,QSO,3.148,VI,3.14793777,0,3.148,3.0,1.0,3.14172135,J224859.4+090640,342.24772625,9.11119868,1.12,0.72,0.13,0.0,0.0,29.2,0.29703822,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.72042348,,,
104643.41+090455.3,161.68090551,9.08203415,QSO,3.243,VI,3.2396946,0,3.243,3.0,1.0,3.2281248,J104643.4+090455,161.68087352,9.08202914,53.4,55.06,0.15,1.08,0.8,65.8,0.11515117,1,,,NA,1,1,104643+090456,161.68074435,0.04,9.08222636,0.6,45.0,1.4,15.8,14.9,0.89835236,5,,,8896,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J104643.4+090456,161.68090235,0.09,9.08235814,0.1,45.306,0.683,43.738,0.385,25.72,25.230001,0.23,0.22,7.14,18.75,5.9,3.22,7.14,0.23,0.22,18.75,1.16642326,2,,,4388,1,1,0.27928262,5.43953782,,8.24789818
131801.20+085737.8,199.50502794,8.96050638,QSO,3.045,VI,3.06349754,0,3.045,3.0,1.0,3.04644201,J131801.2+085737,199.50502793,8.96044776,5.65,5.89,0.15,1.79,0.0,54.5,0.21102067,1,,,NA,1,1,131801+085734,199.50503626,0.25,8.9596672,4.4,4.1,0.4,49.699997,40.1,3.02116553,3,0.3592,3.045,13105,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J131801.1+085736,199.50465459,0.62,8.96016754,0.74,4.973,0.561,5.149,0.331,26.01,23.25,1.77,1.41,19.24,24.4,,,0.0,1.77,1.41,24.4,1.80294426,1,,,NA,1,1,0.5118003,0.69515689,,2.67164569
145805.99+085530.1,224.52496276,8.9250341,QSO,3.09,VI,3.12406111,68,3.09,3.0,1.0,3.08083564,J145805.9+085529,224.5248862,8.92496459,211.07,218.64,0.14,1.18,0.83,55.699997,0.36980026,1,,,NA,1,1,145805+085529,224.5247862,0.03,8.92494237,0.6,210.8,6.3,16.7,15.7,0.70946465,3,,,15668,1,1,J145806+085529,224.52759754,0.000524,8.92485793,0.000725,0.772865,0.024856,0.734875,0.027208,150.839,1.96398,127.8682,1.652039,1.253991,152.864,132.713,1.7993,9.39177538,22,0.1346,3.09,17484,11,3,J145805.9+085529,224.52491054,0.02,8.92498993,0.02,318.108,0.821,312.179,0.468,25.340002,25.180002,0.04,0.04,57.28,11.710001,3.89,2.94,57.28,0.04,0.04,11.710001,0.24452141,1,,,NA,1,1,0.89689732,6.03888432,93.91643646,2.39772959
231456.41+085245.5,348.73504422,8.87930967,QSO,3.544,VI,3.54443026,0,3.544,3.0,1.0,3.54396378,J231456.3+085245,348.73496787,8.87921589,2.51,1.97,0.114,0.0,0.0,71.0,0.43328211,1,,,NA,1,1,231456+085238,348.73549287,0.26,8.87746866,3.9,4.0,0.4,42.8,40.6,6.8170187,2,0.2198,3.544,20106,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.05086341,5.97509757,,
222005.70+085016.2,335.02375913,8.83784849,QSO,3.723,VI,3.72320533,0,3.723,3.0,1.0,3.72952578,J222005.6+085016,335.02362636,8.83786482,1.32,0.75,0.12,1.17,0.0,84.1,0.47595206,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J222005.7+085019,335.02399403,1.96,8.83863537,2.52,3.262,1.079,2.918,0.577,28.290003,24.75,5.94,4.6,172.09,65.11,,,0.0,5.94,4.6,65.11,2.95345535,1,,,NA,1,1,1.15435334,,,1.20122446
123903.12+084937.8,189.76302373,8.82717676,QSO,3.292,VI,3.29089952,4,3.292,3.0,1.0,3.30348703,J123903.1+084938,189.76298205,8.82723766,10.25,10.24,0.145,1.1,0.0,165.8,0.2646769,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.6419358,,,
090425.23+084818.8,136.10513708,8.80522652,QSO,3.618,VI,3.61847949,0,3.618,3.0,1.0,3.62850194,J090425.2+084818,136.10521482,8.80516677,1.45,1.17,0.14,0.0,0.0,50.1,0.35038816,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J090425.2+084818,136.10518798,2.0,8.80523565,1.28,2.379,0.596,2.244,0.328,28.819998,23.03,4.7,3.03,92.01,29.87,,,0.0,4.7,3.03,29.87,0.1840635,1,,,NA,1,1,0.84981608,,,0.09399277
104118.16+084532.4,160.32567683,8.75900403,QSO,3.434,VI,3.43406653,0,3.434,3.0,1.0,3.4236603,J104118.1+084532,160.32558598,8.75899869,1.81,1.81,0.15,2.27,0.0,158.3,0.32383179,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J104118.0+084531,160.32527031,1.3,8.75874924,1.6,2.184,0.519,2.208,0.301,26.32,23.530003,3.79,3.04,170.06,52.589996,,,0.0,3.79,3.04,52.589996,1.71272899,2,,,4068,1,1,0.78540746,,,1.24820454
161105.64+084435.4,242.77353273,8.74317266,QSO,4.548,VI,4.54856491,0,4.548,3.0,1.0,4.52997021,J161105.6+084435,242.77356521,8.74315735,8.75,8.82,0.153,0.67,0.22,90.700005,0.12802261,1,,,NA,1,1,161105+084437,242.77366104,0.11,8.74360735,2.0,8.7,0.5,36.2,25.7,1.6301362,3,0.1636,4.548,17338,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J161105.6+084437,242.77349937,0.42,8.74366124,0.55,10.709,0.693,8.454,0.34,30.310001,26.17,1.3,0.99,172.24002,11.61,17.11,7.65,172.24002,1.3,0.99,11.61,1.76289845,1,,,NA,1,1,0.31050042,3.16894875,,3.15839997
145918.47+084305.9,224.82698868,8.71830892,QSO,3.18,VI,3.18011546,4,3.18,3.0,1.0,3.19264941,J145918.4+084305,224.82699868,8.71830067,15.04,15.54,0.149,1.22,0.68,0.0,0.04633415,1,,,NA,1,1,145918+084308,224.82691118,0.07,8.71910901,1.2,13.6,0.6,23.0,20.7,2.89349584,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J145918.4+084306,224.82694051,0.24,8.7184279,0.22,21.837,0.804,21.422,0.458,25.67,24.86,0.56,0.52,85.94999,26.96,,,0.0,0.56,0.52,26.96,0.46134397,1,,,NA,1,1,0.11237682,3.29025436,,1.89103977
131242.86+084105.0,198.1786011,8.68473208,QSO,3.735,VI,3.72854042,0,3.735,3.0,1.0,3.73291692,J131242.8+084105,198.17857789,8.68473123,4.41,3.93,0.15,0.0,0.0,60.0,0.08262939,1,,,NA,1,1,131242+084108,198.17807789,0.28,8.68561179,4.0,3.7,0.4,46.300003,42.7,3.67373725,3,0.30419999,3.735,12927,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J131242.8+084106,198.17863156,0.48,8.68500068,0.58,8.375,0.603,6.738,0.3,29.32,26.549997,1.36,1.13,178.16,19.59,15.27,8.87,178.16,1.36,1.13,19.59,0.9730055,3,,,5595,1,1,0.2004057,6.31218152,,1.65772228
012604.93+083938.6,21.5205455,8.66074247,QSO,3.26,VI,3.28495002,0,3.26,3.0,1.0,3.26111784,J012604.9+083939,21.52057605,8.66090801,1.52,1.07,0.13,0.0,0.0,86.00001,0.60576473,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.4691953,,,
095015.05+083707.7,147.56270933,8.61882242,QSO,3.012,VI,3.00880337,0,3.012,3.0,1.0,2.99982386,J095015.0+083707,147.56288581,8.6188301,1.66,2.73,0.15,5.34,3.28,96.9,0.62876687,1,,,NA,1,1,095015+083704,147.56382747,0.37,8.61783843,6.5,2.9,0.4,61.5,50.4,5.32801344,3,0.3917,3.012,7350,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.52498368,10.39814322,,
133245.72+083629.4,203.19052864,8.60816839,QSO,3.073,VI,3.07413435,0,3.073,3.0,1.0,3.07108006,J133245.7+083629,203.19053206,8.60815292,30.03,30.48,0.139,0.79,0.5,0.0,0.05698573,1,,,NA,1,1,133245+083628,203.19066123,0.04,8.60786126,0.7,34.0,1.1,18.7,15.5,1.20217384,4,,,13484,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J133245.6+083630,203.19026756,0.15,8.60843015,0.15,28.947,0.98,26.214,0.371,24.819998,24.44,0.35,0.34,20.17,36.13,,,0.0,0.35,0.34,36.13,1.32348332,1,,,NA,1,1,0.1382107,4.65229792,,7.34136594
092454.48+083413.4,141.22702371,8.57040865,QSO,3.123,VI,3.1270802,0,3.123,3.0,1.0,3.12282602,J092454.5+083413,141.22714822,8.57047488,55.16,59.74,0.146,1.98,0.99,68.5,0.50325586,1,,,NA,1,1,092454+083414,141.22691072,0.03,8.57081099,0.6,59.4,1.8,19.7,16.9,1.50322098,3,,,6579,1,1,J092454+083423,141.22675505,0.000474,8.57316143,0.00059,0.443379,0.011924,0.432171,0.0134039,150.556,1.64058,137.3842,1.504652,3.977511,157.192,135.009,1.471631,9.95604481,25,0.001,3.123,12329,13,3,J092454.4+083414,141.22699805,0.03,8.57067843,0.03,110.492,0.551,108.061,0.313,25.38,25.21,0.07,0.07,103.18,17.92,4.28,3.13,103.18,0.07,0.07,17.92,0.97549013,1,,,NA,1,1,1.22057483,4.52926512,99.55872425,9.34350085
085538.25+083325.4,133.90939023,8.55706257,QSO,3.475,VI,3.51267028,0,3.475,3.0,1.0,3.48178922,J085538.2+083324,133.90931061,8.55690296,1.35,1.75,0.137,5.08,0.0,20.4,0.640702,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.55393053,,,
093714.48+082858.5,144.31035316,8.48293504,QSO,3.703,VI,3.70392346,0,3.703,3.0,1.0,3.69540201,J093714.4+082858,144.31029409,8.4828525,3.48,3.16,0.135,0.0,0.0,84.8,0.36404836,1,,,NA,1,1,093714+082857,144.31149409,0.28,8.48275528,4.2,3.6,0.4,44.900005,42.2,4.11364607,3,0.51719999,3.703,6959,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.88294693,13.66427228,,
092044.75+082841.5,140.18648611,8.47822059,QSO,4.214,VI,4.21473789,0,4.214,3.0,1.0,4.18078293,J092044.7+082841,140.1864982,8.47821659,5.44,6.4,0.154,2.99,1.33,145.0,0.04538197,1,,,NA,1,1,092044+082838,140.1850357,0.24,8.47733881,2.6,6.1,0.5,57.4,31.9,6.06200849,2,0.72420001,4.214,6468,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J092044.7+082841,140.18636103,0.72,8.47819848,0.57,5.659,0.568,5.38,0.316,27.310001,24.09,1.71,1.33,78.52,20.14,,,0.0,1.71,1.33,20.14,0.4524122,1,,,NA,1,1,0.11006745,19.90058333,,0.62791407
083433.99+082551.5,128.64162615,8.43099165,QSO,3.787,VI,3.78699613,0,3.787,3.0,1.0,3.78423382,J083433.9+082551,128.64164802,8.43084478,4.78,5.27,0.137,3.46,0.0,142.5,0.53440623,1,,,NA,1,1,083434+082550,128.64278552,0.14,8.43070034,2.1,7.1,0.5,29.2,28.4,4.25976176,2,,,5179,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J083433.8+082552,128.64114586,0.41,8.4312389,0.45,10.849,0.74,10.591,0.42,26.06,24.59,1.06,0.95,17.63,28.56,,,0.0,1.06,0.95,28.56,1.92810644,1,,,NA,1,1,1.29612548,24.00250363,,4.48926567
094656.61+082356.1,146.73587624,8.39892008,QSO,3.177,VI,3.17630291,0,3.177,3.0,1.0,3.17267998,J094656.6+082355,146.73585662,8.39886348,5.73,5.81,0.146,1.7,0.0,40.8,0.21542347,1,,,NA,1,1,094656+082353,146.73674412,0.28,8.39828292,3.4,4.8,0.5,55.4,37.2,3.84900668,2,0.264,3.177,7237,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J094656.6+082356,146.73590812,1.75,8.39896115,1.04,8.992,1.331,5.465,0.539,37.33,27.57,4.14,2.43,86.15,15.8,27.72,11.590001,86.15,4.14,2.43,15.8,0.18639399,1,,,NA,1,1,0.52247866,10.41754006,,0.15560725
121130.50+082023.7,182.87708983,8.33993801,QSO,3.385,VI,3.38459015,0,3.385,3.0,1.0,3.37569047,J121130.5+082023,182.87709863,8.33980225,4.68,4.95,0.143,1.85,0.27,122.9,0.48974571,1,,,NA,1,1,121130+082020,182.87753613,0.23,8.33911336,3.4,4.1,0.4,41.7,38.2,3.36757803,2,0.3822,3.385,11291,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J121130.5+082024,182.87732647,0.74,8.34004025,0.64,7.075,0.727,6.34,0.39,27.469997,25.4,1.75,1.5,77.63,32.84,11.39,4.42,77.63,1.75,1.5,32.84,0.91974034,1,,,NA,1,1,1.18780781,6.39836518,,1.26371647
012223.01+081544.1,20.59591104,8.26225665,QSO,3.102,VI,3.10228276,0,3.102,3.0,1.0,3.10227208,J012223.0+081544,20.59584276,8.26228291,4.31,4.28,0.106,2.43,0.0,84.5,0.26100046,1,,,NA,1,1,012222+081540,20.59549276,0.11,8.26130513,1.9,10.1,0.5,38.5,24.3,3.73557705,2,0.47889999,3.102,1735,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J012223.1+081543,20.59641076,1.14,8.26206958,0.93,9.17,1.326,7.661,0.676,29.33,25.530003,2.76,2.11,109.16001,27.390001,15.34,5.07,109.16001,2.76,2.11,27.390001,1.90342251,2,,,1192,1,1,0.63301913,10.18457332,,1.71422983
102604.71+081536.9,156.51963302,8.26026077,QSO,3.156,VI,3.15623736,0,3.156,3.0,1.0,3.14767098,J102604.7+081536,156.5196109,8.26024897,50.36,52.18,0.152,1.23,0.78,128.8,0.08954383,1,,,NA,1,1,102604+081537,156.5197859,0.04,8.26033785,0.6,45.4,1.4,18.2,17.0,0.61126807,2,,,8326,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J102604.7+081534,156.51970123,0.09,8.25946452,0.08,64.66,1.316,58.672,0.471,26.52,24.38,0.23,0.19,165.36,4.07,,,0.0,0.23,0.19,4.07,2.87678334,2,0.37709999,3.156,4096,2,3,0.21717568,5.07747945,,22.45637462
103202.72+081116.3,158.01133957,8.18788564,QSO,3.251,VI,3.25131369,0,3.251,3.0,1.0,3.24219416,J103202.7+081116,158.01138174,8.1878933,1.35,1.47,0.151,3.82,0.0,144.2,0.1527623,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.37050301,,,
014243.01+080615.8,25.67922262,8.10439037,QSO,3.412,VI,3.41300464,0,3.412,3.0,1.0,3.41218637,J014243.0+080615,25.67916361,8.10443067,5.57,4.96,0.116,0.92,0.0,90.19999,0.25549811,1,,,NA,1,1,014243+080613,25.67932611,0.14,8.10380567,3.0,7.4,0.5,50.7,28.9,2.13699164,2,0.47909999,3.412,2187,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J014243.0+080616,25.67927077,0.53,8.10465412,0.51,6.345,0.551,6.521,0.324,25.310001,24.06,1.29,1.17,55.92,41.42,,,0.0,1.29,1.17,41.42,0.96486898,2,0.47909999,3.412,1582,2,3,0.61967397,2.25564942,,1.85444614
